date,player_team,value,pk,rank,player,team
2024-10-06,bryanmbeumo_brentford,6.0,1.0,2.0,Bryan Mbeumo,Brentford
2024-10-06,colepalmer_chelsea,6.0,1.0,3.0,Cole Palmer,Chelsea
2024-10-06,luisdiaz_liverpool,5.0,0.0,4.0,Luis Diaz,Liverpool
2024-10-06,chriswood_notthamforest,4.0,1.0,5.0,Chris Wood,Nott'ham Forest
2024-10-06,dannywelbeck_brighton,4.0,0.0,6.0,Danny Welbeck,Brighton
2024-10-06,liamdelap_ipswichtown,4.0,0.0,7.0,Liam Delap,Ipswich Town
2024-10-06,mohamedsalah_liverpool,4.0,1.0,8.0,Mohamed Salah,Liverpool
2024-10-06,nicolasjackson_chelsea,4.0,0.0,9.0,Nicolas Jackson,Chelsea
2024-10-06,olliewatkins_astonvilla,4.0,0.0,10.0,Ollie Watkins,Aston Villa
2024-10-06,brennanjohnson_tottenham,3.0,0.0,11.0,Brennan Johnson,Tottenham
2024-10-06,matheuscunha_wolves,3.0,0.0,12.0,Matheus Cunha,Wolves
2024-10-06,rauljimenez_fulham,3.0,1.0,13.0,Raul Jimenez,Fulham
2024-10-06,yoanewissa_brentford,3.0,0.0,14.0,Yoane Wissa,Brentford
2024-10-06,jarrodbowen_westham,2.0,0.0,15.0,Jarrod Bowen,West Ham
2024-10-06,jeanphilippemateta_crystalpalace,2.0,1.0,16.0,Jean-Philippe Mateta,Crystal Palace
2024-10-06,joaopedro_brighton,2.0,0.0,17.0,Joao Pedro,Brighton
2024-10-06,jorgenstrandlarsen_wolves,2.0,0.0,18.0,Jorgen Strand Larsen,Wolves
2024-10-06,alexanderisak_newcastleutd,1.0,0.0,19.0,Alexander Isak,Newcastle Utd
2024-10-06,evanilson_bournemouth,1.0,0.0,20.0,Evanilson,Bournemouth
2024-10-06,codygakpo_liverpool,0.0,0.0,21.0,Cody Gakpo,Liverpool
2024-10-06,justinkluivert_bournemouth,0.0,0.0,22.0,Justin Kluivert,Bournemouth
2024-10-06,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-10-19,erlinghaaland_manchestercity,10.0,1.0,1.0,Erling Haaland,Manchester City
2024-10-19,bryanmbeumo_brentford,6.0,1.0,2.0,Bryan Mbeumo,Brentford
2024-10-19,colepalmer_chelsea,6.0,1.0,3.0,Cole Palmer,Chelsea
2024-10-19,dannywelbeck_brighton,5.0,0.0,4.0,Danny Welbeck,Brighton
2024-10-19,luisdiaz_liverpool,5.0,0.0,5.0,Luis Diaz,Liverpool
2024-10-19,olliewatkins_astonvilla,5.0,0.0,6.0,Ollie Watkins,Aston Villa
2024-10-19,chriswood_notthamforest,4.0,1.0,7.0,Chris Wood,Nott'ham Forest
2024-10-19,liamdelap_ipswichtown,4.0,0.0,8.0,Liam Delap,Ipswich Town
2024-10-19,mohamedsalah_liverpool,4.0,1.0,9.0,Mohamed Salah,Liverpool
2024-10-19,nicolasjackson_chelsea,4.0,0.0,10.0,Nicolas Jackson,Chelsea
2024-10-19,rauljimenez_fulham,4.0,1.0,11.0,Raul Jimenez,Fulham
2024-10-19,brennanjohnson_tottenham,3.0,0.0,12.0,Brennan Johnson,Tottenham
2024-10-19,matheuscunha_wolves,3.0,0.0,13.0,Matheus Cunha,Wolves
2024-10-19,yoanewissa_brentford,3.0,0.0,14.0,Yoane Wissa,Brentford
2024-10-19,jarrodbowen_westham,2.0,0.0,15.0,Jarrod Bowen,West Ham
2024-10-19,jeanphilippemateta_crystalpalace,2.0,1.0,16.0,Jean-Philippe Mateta,Crystal Palace
2024-10-19,joaopedro_brighton,2.0,0.0,17.0,Joao Pedro,Brighton
2024-10-19,jorgenstrandlarsen_wolves,2.0,0.0,18.0,Jorgen Strand Larsen,Wolves
2024-10-19,alexanderisak_newcastleutd,1.0,0.0,19.0,Alexander Isak,Newcastle Utd
2024-10-19,evanilson_bournemouth,1.0,0.0,20.0,Evanilson,Bournemouth
2024-10-19,justinkluivert_bournemouth,1.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-10-19,codygakpo_liverpool,0.0,0.0,22.0,Cody Gakpo,Liverpool
2024-10-19,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-10-20,erlinghaaland_manchestercity,10.0,1.0,1.0,Erling Haaland,Manchester City
2024-10-20,bryanmbeumo_brentford,6.0,1.0,2.0,Bryan Mbeumo,Brentford
2024-10-20,colepalmer_chelsea,6.0,1.0,3.0,Cole Palmer,Chelsea
2024-10-20,dannywelbeck_brighton,5.0,0.0,4.0,Danny Welbeck,Brighton
2024-10-20,luisdiaz_liverpool,5.0,0.0,5.0,Luis Diaz,Liverpool
2024-10-20,mohamedsalah_liverpool,5.0,2.0,6.0,Mohamed Salah,Liverpool
2024-10-20,nicolasjackson_chelsea,5.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-10-20,olliewatkins_astonvilla,5.0,0.0,8.0,Ollie Watkins,Aston Villa
2024-10-20,chriswood_notthamforest,4.0,1.0,9.0,Chris Wood,Nott'ham Forest
2024-10-20,liamdelap_ipswichtown,4.0,0.0,10.0,Liam Delap,Ipswich Town
2024-10-20,rauljimenez_fulham,4.0,1.0,11.0,Raul Jimenez,Fulham
2024-10-20,brennanjohnson_tottenham,3.0,0.0,12.0,Brennan Johnson,Tottenham
2024-10-20,jorgenstrandlarsen_wolves,3.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-10-20,matheuscunha_wolves,3.0,0.0,14.0,Matheus Cunha,Wolves
2024-10-20,yoanewissa_brentford,3.0,0.0,15.0,Yoane Wissa,Brentford
2024-10-20,jarrodbowen_westham,2.0,0.0,16.0,Jarrod Bowen,West Ham
2024-10-20,jeanphilippemateta_crystalpalace,2.0,1.0,17.0,Jean-Philippe Mateta,Crystal Palace
2024-10-20,joaopedro_brighton,2.0,0.0,18.0,Joao Pedro,Brighton
2024-10-20,alexanderisak_newcastleutd,1.0,0.0,19.0,Alexander Isak,Newcastle Utd
2024-10-20,evanilson_bournemouth,1.0,0.0,20.0,Evanilson,Bournemouth
2024-10-20,justinkluivert_bournemouth,1.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-10-20,codygakpo_liverpool,0.0,0.0,22.0,Cody Gakpo,Liverpool
2024-10-20,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-10-21,erlinghaaland_manchestercity,10.0,1.0,1.0,Erling Haaland,Manchester City
2024-10-21,bryanmbeumo_brentford,6.0,1.0,2.0,Bryan Mbeumo,Brentford
2024-10-21,colepalmer_chelsea,6.0,1.0,3.0,Cole Palmer,Chelsea
2024-10-21,chriswood_notthamforest,5.0,1.0,4.0,Chris Wood,Nott'ham Forest
2024-10-21,dannywelbeck_brighton,5.0,0.0,5.0,Danny Welbeck,Brighton
2024-10-21,luisdiaz_liverpool,5.0,0.0,6.0,Luis Diaz,Liverpool
2024-10-21,mohamedsalah_liverpool,5.0,2.0,7.0,Mohamed Salah,Liverpool
2024-10-21,nicolasjackson_chelsea,5.0,0.0,8.0,Nicolas Jackson,Chelsea
2024-10-21,olliewatkins_astonvilla,5.0,0.0,9.0,Ollie Watkins,Aston Villa
2024-10-21,liamdelap_ipswichtown,4.0,0.0,10.0,Liam Delap,Ipswich Town
2024-10-21,rauljimenez_fulham,4.0,1.0,11.0,Raul Jimenez,Fulham
2024-10-21,brennanjohnson_tottenham,3.0,0.0,12.0,Brennan Johnson,Tottenham
2024-10-21,jorgenstrandlarsen_wolves,3.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-10-21,matheuscunha_wolves,3.0,0.0,14.0,Matheus Cunha,Wolves
2024-10-21,yoanewissa_brentford,3.0,0.0,15.0,Yoane Wissa,Brentford
2024-10-21,jarrodbowen_westham,2.0,0.0,16.0,Jarrod Bowen,West Ham
2024-10-21,jeanphilippemateta_crystalpalace,2.0,1.0,17.0,Jean-Philippe Mateta,Crystal Palace
2024-10-21,joaopedro_brighton,2.0,0.0,18.0,Joao Pedro,Brighton
2024-10-21,alexanderisak_newcastleutd,1.0,0.0,19.0,Alexander Isak,Newcastle Utd
2024-10-21,evanilson_bournemouth,1.0,0.0,20.0,Evanilson,Bournemouth
2024-10-21,justinkluivert_bournemouth,1.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-10-21,codygakpo_liverpool,0.0,0.0,22.0,Cody Gakpo,Liverpool
2024-10-21,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-10-25,erlinghaaland_manchestercity,10.0,1.0,1.0,Erling Haaland,Manchester City
2024-10-25,chriswood_notthamforest,7.0,1.0,2.0,Chris Wood,Nott'ham Forest
2024-10-25,bryanmbeumo_brentford,6.0,1.0,3.0,Bryan Mbeumo,Brentford
2024-10-25,colepalmer_chelsea,6.0,1.0,4.0,Cole Palmer,Chelsea
2024-10-25,dannywelbeck_brighton,5.0,0.0,5.0,Danny Welbeck,Brighton
2024-10-25,luisdiaz_liverpool,5.0,0.0,6.0,Luis Diaz,Liverpool
2024-10-25,mohamedsalah_liverpool,5.0,2.0,7.0,Mohamed Salah,Liverpool
2024-10-25,nicolasjackson_chelsea,5.0,0.0,8.0,Nicolas Jackson,Chelsea
2024-10-25,olliewatkins_astonvilla,5.0,0.0,9.0,Ollie Watkins,Aston Villa
2024-10-25,liamdelap_ipswichtown,4.0,0.0,10.0,Liam Delap,Ipswich Town
2024-10-25,rauljimenez_fulham,4.0,1.0,11.0,Raul Jimenez,Fulham
2024-10-25,brennanjohnson_tottenham,3.0,0.0,12.0,Brennan Johnson,Tottenham
2024-10-25,jorgenstrandlarsen_wolves,3.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-10-25,matheuscunha_wolves,3.0,0.0,14.0,Matheus Cunha,Wolves
2024-10-25,yoanewissa_brentford,3.0,0.0,15.0,Yoane Wissa,Brentford
2024-10-25,jarrodbowen_westham,2.0,0.0,16.0,Jarrod Bowen,West Ham
2024-10-25,jeanphilippemateta_crystalpalace,2.0,1.0,17.0,Jean-Philippe Mateta,Crystal Palace
2024-10-25,joaopedro_brighton,2.0,0.0,18.0,Joao Pedro,Brighton
2024-10-25,alexanderisak_newcastleutd,1.0,0.0,19.0,Alexander Isak,Newcastle Utd
2024-10-25,evanilson_bournemouth,1.0,0.0,20.0,Evanilson,Bournemouth
2024-10-25,justinkluivert_bournemouth,1.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-10-25,codygakpo_liverpool,0.0,0.0,22.0,Cody Gakpo,Liverpool
2024-10-25,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-10-26,erlinghaaland_manchestercity,11.0,1.0,1.0,Erling Haaland,Manchester City
2024-10-26,bryanmbeumo_brentford,8.0,2.0,2.0,Bryan Mbeumo,Brentford
2024-10-26,chriswood_notthamforest,7.0,1.0,3.0,Chris Wood,Nott'ham Forest
2024-10-26,colepalmer_chelsea,6.0,1.0,4.0,Cole Palmer,Chelsea
2024-10-26,dannywelbeck_brighton,6.0,0.0,5.0,Danny Welbeck,Brighton
2024-10-26,liamdelap_ipswichtown,5.0,0.0,6.0,Liam Delap,Ipswich Town
2024-10-26,luisdiaz_liverpool,5.0,0.0,7.0,Luis Diaz,Liverpool
2024-10-26,mohamedsalah_liverpool,5.0,2.0,8.0,Mohamed Salah,Liverpool
2024-10-26,nicolasjackson_chelsea,5.0,0.0,9.0,Nicolas Jackson,Chelsea
2024-10-26,olliewatkins_astonvilla,5.0,0.0,10.0,Ollie Watkins,Aston Villa
2024-10-26,yoanewissa_brentford,5.0,0.0,11.0,Yoane Wissa,Brentford
2024-10-26,matheuscunha_wolves,4.0,0.0,12.0,Matheus Cunha,Wolves
2024-10-26,rauljimenez_fulham,4.0,1.0,13.0,Raul Jimenez,Fulham
2024-10-26,brennanjohnson_tottenham,3.0,0.0,14.0,Brennan Johnson,Tottenham
2024-10-26,jorgenstrandlarsen_wolves,3.0,0.0,15.0,Jorgen Strand Larsen,Wolves
2024-10-26,evanilson_bournemouth,2.0,0.0,16.0,Evanilson,Bournemouth
2024-10-26,jarrodbowen_westham,2.0,0.0,17.0,Jarrod Bowen,West Ham
2024-10-26,jeanphilippemateta_crystalpalace,2.0,1.0,18.0,Jean-Philippe Mateta,Crystal Palace
2024-10-26,joaopedro_brighton,2.0,0.0,19.0,Joao Pedro,Brighton
2024-10-26,alexanderisak_newcastleutd,1.0,0.0,20.0,Alexander Isak,Newcastle Utd
2024-10-26,justinkluivert_bournemouth,1.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-10-26,codygakpo_liverpool,0.0,0.0,22.0,Cody Gakpo,Liverpool
2024-10-26,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-10-27,erlinghaaland_manchestercity,11.0,1.0,1.0,Erling Haaland,Manchester City
2024-10-27,bryanmbeumo_brentford,8.0,2.0,2.0,Bryan Mbeumo,Brentford
2024-10-27,chriswood_notthamforest,7.0,1.0,3.0,Chris Wood,Nott'ham Forest
2024-10-27,colepalmer_chelsea,7.0,1.0,4.0,Cole Palmer,Chelsea
2024-10-27,dannywelbeck_brighton,6.0,0.0,5.0,Danny Welbeck,Brighton
2024-10-27,mohamedsalah_liverpool,6.0,2.0,6.0,Mohamed Salah,Liverpool
2024-10-27,nicolasjackson_chelsea,6.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-10-27,liamdelap_ipswichtown,5.0,0.0,8.0,Liam Delap,Ipswich Town
2024-10-27,luisdiaz_liverpool,5.0,0.0,9.0,Luis Diaz,Liverpool
2024-10-27,olliewatkins_astonvilla,5.0,0.0,10.0,Ollie Watkins,Aston Villa
2024-10-27,yoanewissa_brentford,5.0,0.0,11.0,Yoane Wissa,Brentford
2024-10-27,matheuscunha_wolves,4.0,0.0,12.0,Matheus Cunha,Wolves
2024-10-27,rauljimenez_fulham,4.0,1.0,13.0,Raul Jimenez,Fulham
2024-10-27,brennanjohnson_tottenham,3.0,0.0,14.0,Brennan Johnson,Tottenham
2024-10-27,jarrodbowen_westham,3.0,1.0,15.0,Jarrod Bowen,West Ham
2024-10-27,jeanphilippemateta_crystalpalace,3.0,1.0,16.0,Jean-Philippe Mateta,Crystal Palace
2024-10-27,jorgenstrandlarsen_wolves,3.0,0.0,17.0,Jorgen Strand Larsen,Wolves
2024-10-27,alexanderisak_newcastleutd,2.0,0.0,18.0,Alexander Isak,Newcastle Utd
2024-10-27,evanilson_bournemouth,2.0,0.0,19.0,Evanilson,Bournemouth
2024-10-27,joaopedro_brighton,2.0,0.0,20.0,Joao Pedro,Brighton
2024-10-27,justinkluivert_bournemouth,1.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-10-27,codygakpo_liverpool,0.0,0.0,22.0,Cody Gakpo,Liverpool
2024-10-27,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-11-02,erlinghaaland_manchestercity,11.0,1.0,1.0,Erling Haaland,Manchester City
2024-11-02,bryanmbeumo_brentford,8.0,2.0,2.0,Bryan Mbeumo,Brentford
2024-11-02,chriswood_notthamforest,8.0,1.0,3.0,Chris Wood,Nott'ham Forest
2024-11-02,colepalmer_chelsea,7.0,1.0,4.0,Cole Palmer,Chelsea
2024-11-02,mohamedsalah_liverpool,7.0,2.0,5.0,Mohamed Salah,Liverpool
2024-11-02,dannywelbeck_brighton,6.0,0.0,6.0,Danny Welbeck,Brighton
2024-11-02,nicolasjackson_chelsea,6.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-11-02,liamdelap_ipswichtown,5.0,0.0,8.0,Liam Delap,Ipswich Town
2024-11-02,luisdiaz_liverpool,5.0,0.0,9.0,Luis Diaz,Liverpool
2024-11-02,olliewatkins_astonvilla,5.0,0.0,10.0,Ollie Watkins,Aston Villa
2024-11-02,yoanewissa_brentford,5.0,0.0,11.0,Yoane Wissa,Brentford
2024-11-02,jorgenstrandlarsen_wolves,4.0,0.0,12.0,Jorgen Strand Larsen,Wolves
2024-11-02,matheuscunha_wolves,4.0,0.0,13.0,Matheus Cunha,Wolves
2024-11-02,rauljimenez_fulham,4.0,1.0,14.0,Raul Jimenez,Fulham
2024-11-02,alexanderisak_newcastleutd,3.0,0.0,15.0,Alexander Isak,Newcastle Utd
2024-11-02,brennanjohnson_tottenham,3.0,0.0,16.0,Brennan Johnson,Tottenham
2024-11-02,evanilson_bournemouth,3.0,0.0,17.0,Evanilson,Bournemouth
2024-11-02,jarrodbowen_westham,3.0,1.0,18.0,Jarrod Bowen,West Ham
2024-11-02,jeanphilippemateta_crystalpalace,3.0,1.0,19.0,Jean-Philippe Mateta,Crystal Palace
2024-11-02,joaopedro_brighton,2.0,0.0,20.0,Joao Pedro,Brighton
2024-11-02,codygakpo_liverpool,1.0,0.0,21.0,Cody Gakpo,Liverpool
2024-11-02,justinkluivert_bournemouth,1.0,1.0,22.0,Justin Kluivert,Bournemouth
2024-11-02,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-11-03,erlinghaaland_manchestercity,11.0,1.0,1.0,Erling Haaland,Manchester City
2024-11-03,bryanmbeumo_brentford,8.0,2.0,2.0,Bryan Mbeumo,Brentford
2024-11-03,chriswood_notthamforest,8.0,1.0,3.0,Chris Wood,Nott'ham Forest
2024-11-03,colepalmer_chelsea,7.0,1.0,4.0,Cole Palmer,Chelsea
2024-11-03,mohamedsalah_liverpool,7.0,2.0,5.0,Mohamed Salah,Liverpool
2024-11-03,dannywelbeck_brighton,6.0,0.0,6.0,Danny Welbeck,Brighton
2024-11-03,nicolasjackson_chelsea,6.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-11-03,liamdelap_ipswichtown,5.0,0.0,8.0,Liam Delap,Ipswich Town
2024-11-03,luisdiaz_liverpool,5.0,0.0,9.0,Luis Diaz,Liverpool
2024-11-03,olliewatkins_astonvilla,5.0,0.0,10.0,Ollie Watkins,Aston Villa
2024-11-03,yoanewissa_brentford,5.0,0.0,11.0,Yoane Wissa,Brentford
2024-11-03,brennanjohnson_tottenham,4.0,0.0,12.0,Brennan Johnson,Tottenham
2024-11-03,jorgenstrandlarsen_wolves,4.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-11-03,matheuscunha_wolves,4.0,0.0,14.0,Matheus Cunha,Wolves
2024-11-03,rauljimenez_fulham,4.0,1.0,15.0,Raul Jimenez,Fulham
2024-11-03,alexanderisak_newcastleutd,3.0,0.0,16.0,Alexander Isak,Newcastle Utd
2024-11-03,evanilson_bournemouth,3.0,0.0,17.0,Evanilson,Bournemouth
2024-11-03,jarrodbowen_westham,3.0,1.0,18.0,Jarrod Bowen,West Ham
2024-11-03,jeanphilippemateta_crystalpalace,3.0,1.0,19.0,Jean-Philippe Mateta,Crystal Palace
2024-11-03,joaopedro_brighton,2.0,0.0,20.0,Joao Pedro,Brighton
2024-11-03,codygakpo_liverpool,1.0,0.0,21.0,Cody Gakpo,Liverpool
2024-11-03,justinkluivert_bournemouth,1.0,1.0,22.0,Justin Kluivert,Bournemouth
2024-11-03,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-11-09,erlinghaaland_manchestercity,12.0,1.0,1.0,Erling Haaland,Manchester City
2024-11-09,bryanmbeumo_brentford,8.0,2.0,2.0,Bryan Mbeumo,Brentford
2024-11-09,chriswood_notthamforest,8.0,1.0,3.0,Chris Wood,Nott'ham Forest
2024-11-09,mohamedsalah_liverpool,8.0,2.0,4.0,Mohamed Salah,Liverpool
2024-11-09,colepalmer_chelsea,7.0,1.0,5.0,Cole Palmer,Chelsea
2024-11-09,yoanewissa_brentford,7.0,0.0,6.0,Yoane Wissa,Brentford
2024-11-09,dannywelbeck_brighton,6.0,0.0,7.0,Danny Welbeck,Brighton
2024-11-09,nicolasjackson_chelsea,6.0,0.0,8.0,Nicolas Jackson,Chelsea
2024-11-09,liamdelap_ipswichtown,5.0,0.0,9.0,Liam Delap,Ipswich Town
2024-11-09,luisdiaz_liverpool,5.0,0.0,10.0,Luis Diaz,Liverpool
2024-11-09,matheuscunha_wolves,5.0,0.0,11.0,Matheus Cunha,Wolves
2024-11-09,olliewatkins_astonvilla,5.0,0.0,12.0,Ollie Watkins,Aston Villa
2024-11-09,brennanjohnson_tottenham,4.0,0.0,13.0,Brennan Johnson,Tottenham
2024-11-09,evanilson_bournemouth,4.0,0.0,14.0,Evanilson,Bournemouth
2024-11-09,jorgenstrandlarsen_wolves,4.0,0.0,15.0,Jorgen Strand Larsen,Wolves
2024-11-09,rauljimenez_fulham,4.0,1.0,16.0,Raul Jimenez,Fulham
2024-11-09,alexanderisak_newcastleutd,3.0,0.0,17.0,Alexander Isak,Newcastle Utd
2024-11-09,jarrodbowen_westham,3.0,1.0,18.0,Jarrod Bowen,West Ham
2024-11-09,jeanphilippemateta_crystalpalace,3.0,1.0,19.0,Jean-Philippe Mateta,Crystal Palace
2024-11-09,joaopedro_brighton,3.0,0.0,20.0,Joao Pedro,Brighton
2024-11-09,justinkluivert_bournemouth,2.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-11-09,codygakpo_liverpool,1.0,0.0,22.0,Cody Gakpo,Liverpool
2024-11-09,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-11-10,erlinghaaland_manchestercity,12.0,1.0,1.0,Erling Haaland,Manchester City
2024-11-10,bryanmbeumo_brentford,8.0,2.0,2.0,Bryan Mbeumo,Brentford
2024-11-10,chriswood_notthamforest,8.0,1.0,3.0,Chris Wood,Nott'ham Forest
2024-11-10,mohamedsalah_liverpool,8.0,2.0,4.0,Mohamed Salah,Liverpool
2024-11-10,colepalmer_chelsea,7.0,1.0,5.0,Cole Palmer,Chelsea
2024-11-10,yoanewissa_brentford,7.0,0.0,6.0,Yoane Wissa,Brentford
2024-11-10,dannywelbeck_brighton,6.0,0.0,7.0,Danny Welbeck,Brighton
2024-11-10,liamdelap_ipswichtown,6.0,0.0,8.0,Liam Delap,Ipswich Town
2024-11-10,nicolasjackson_chelsea,6.0,0.0,9.0,Nicolas Jackson,Chelsea
2024-11-10,luisdiaz_liverpool,5.0,0.0,10.0,Luis Diaz,Liverpool
2024-11-10,matheuscunha_wolves,5.0,0.0,11.0,Matheus Cunha,Wolves
2024-11-10,olliewatkins_astonvilla,5.0,0.0,12.0,Ollie Watkins,Aston Villa
2024-11-10,alexanderisak_newcastleutd,4.0,0.0,13.0,Alexander Isak,Newcastle Utd
2024-11-10,brennanjohnson_tottenham,4.0,0.0,14.0,Brennan Johnson,Tottenham
2024-11-10,evanilson_bournemouth,4.0,0.0,15.0,Evanilson,Bournemouth
2024-11-10,jorgenstrandlarsen_wolves,4.0,0.0,16.0,Jorgen Strand Larsen,Wolves
2024-11-10,rauljimenez_fulham,4.0,1.0,17.0,Raul Jimenez,Fulham
2024-11-10,jarrodbowen_westham,3.0,1.0,18.0,Jarrod Bowen,West Ham
2024-11-10,jeanphilippemateta_crystalpalace,3.0,1.0,19.0,Jean-Philippe Mateta,Crystal Palace
2024-11-10,joaopedro_brighton,3.0,0.0,20.0,Joao Pedro,Brighton
2024-11-10,justinkluivert_bournemouth,2.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-11-10,codygakpo_liverpool,1.0,0.0,22.0,Cody Gakpo,Liverpool
2024-11-10,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-11-23,erlinghaaland_manchestercity,12.0,1.0,1.0,Erling Haaland,Manchester City
2024-11-23,bryanmbeumo_brentford,8.0,2.0,2.0,Bryan Mbeumo,Brentford
2024-11-23,chriswood_notthamforest,8.0,1.0,3.0,Chris Wood,Nott'ham Forest
2024-11-23,mohamedsalah_liverpool,8.0,2.0,4.0,Mohamed Salah,Liverpool
2024-11-23,colepalmer_chelsea,7.0,1.0,5.0,Cole Palmer,Chelsea
2024-11-23,matheuscunha_wolves,7.0,0.0,6.0,Matheus Cunha,Wolves
2024-11-23,nicolasjackson_chelsea,7.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-11-23,yoanewissa_brentford,7.0,0.0,8.0,Yoane Wissa,Brentford
2024-11-23,dannywelbeck_brighton,6.0,0.0,9.0,Danny Welbeck,Brighton
2024-11-23,liamdelap_ipswichtown,6.0,0.0,10.0,Liam Delap,Ipswich Town
2024-11-23,olliewatkins_astonvilla,6.0,0.0,11.0,Ollie Watkins,Aston Villa
2024-11-23,brennanjohnson_tottenham,5.0,0.0,12.0,Brennan Johnson,Tottenham
2024-11-23,luisdiaz_liverpool,5.0,0.0,13.0,Luis Diaz,Liverpool
2024-11-23,alexanderisak_newcastleutd,4.0,0.0,14.0,Alexander Isak,Newcastle Utd
2024-11-23,evanilson_bournemouth,4.0,0.0,15.0,Evanilson,Bournemouth
2024-11-23,joaopedro_brighton,4.0,0.0,16.0,Joao Pedro,Brighton
2024-11-23,jorgenstrandlarsen_wolves,4.0,0.0,17.0,Jorgen Strand Larsen,Wolves
2024-11-23,rauljimenez_fulham,4.0,1.0,18.0,Raul Jimenez,Fulham
2024-11-23,jarrodbowen_westham,3.0,1.0,19.0,Jarrod Bowen,West Ham
2024-11-23,jeanphilippemateta_crystalpalace,3.0,1.0,20.0,Jean-Philippe Mateta,Crystal Palace
2024-11-23,justinkluivert_bournemouth,2.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-11-23,codygakpo_liverpool,1.0,0.0,22.0,Cody Gakpo,Liverpool
2024-11-23,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-11-24,erlinghaaland_manchestercity,12.0,1.0,1.0,Erling Haaland,Manchester City
2024-11-24,mohamedsalah_liverpool,10.0,3.0,2.0,Mohamed Salah,Liverpool
2024-11-24,bryanmbeumo_brentford,8.0,2.0,3.0,Bryan Mbeumo,Brentford
2024-11-24,chriswood_notthamforest,8.0,1.0,4.0,Chris Wood,Nott'ham Forest
2024-11-24,colepalmer_chelsea,7.0,1.0,5.0,Cole Palmer,Chelsea
2024-11-24,matheuscunha_wolves,7.0,0.0,6.0,Matheus Cunha,Wolves
2024-11-24,nicolasjackson_chelsea,7.0,0.0,7.0,Nicolas Jackson,Chelsea
2024-11-24,yoanewissa_brentford,7.0,0.0,8.0,Yoane Wissa,Brentford
2024-11-24,dannywelbeck_brighton,6.0,0.0,9.0,Danny Welbeck,Brighton
2024-11-24,liamdelap_ipswichtown,6.0,0.0,10.0,Liam Delap,Ipswich Town
2024-11-24,olliewatkins_astonvilla,6.0,0.0,11.0,Ollie Watkins,Aston Villa
2024-11-24,brennanjohnson_tottenham,5.0,0.0,12.0,Brennan Johnson,Tottenham
2024-11-24,luisdiaz_liverpool,5.0,0.0,13.0,Luis Diaz,Liverpool
2024-11-24,alexanderisak_newcastleutd,4.0,0.0,14.0,Alexander Isak,Newcastle Utd
2024-11-24,evanilson_bournemouth,4.0,0.0,15.0,Evanilson,Bournemouth
2024-11-24,joaopedro_brighton,4.0,0.0,16.0,Joao Pedro,Brighton
2024-11-24,jorgenstrandlarsen_wolves,4.0,0.0,17.0,Jorgen Strand Larsen,Wolves
2024-11-24,rauljimenez_fulham,4.0,1.0,18.0,Raul Jimenez,Fulham
2024-11-24,jarrodbowen_westham,3.0,1.0,19.0,Jarrod Bowen,West Ham
2024-11-24,jeanphilippemateta_crystalpalace,3.0,1.0,20.0,Jean-Philippe Mateta,Crystal Palace
2024-11-24,justinkluivert_bournemouth,2.0,1.0,21.0,Justin Kluivert,Bournemouth
2024-11-24,codygakpo_liverpool,1.0,0.0,22.0,Cody Gakpo,Liverpool
2024-11-24,kevinschade_brentford,0.0,0.0,23.0,Kevin Schade,Brentford
2024-11-30,erlinghaaland_manchestercity,12.0,1.0,1.0,Erling Haaland,Manchester City
2024-11-30,mohamedsalah_liverpool,10.0,3.0,2.0,Mohamed Salah,Liverpool
