date,player_team,value,pk,rank,player,team
2024-12-30,colepalmer_chelsea,12.0,3.0,4.0,Cole Palmer,Chelsea
2024-12-30,chriswood_notthamforest,11.0,2.0,5.0,Chris Wood,Nott'ham Forest
2024-12-30,bryanmbeumo_brentford,10.0,2.0,6.0,Bryan Mbeumo,Brentford
2024-12-30,matheuscunha_wolves,10.0,0.0,7.0,Matheus Cunha,Wolves
2024-12-30,nicolasjackson_chelsea,9.0,0.0,8.0,Nicolas Jackson,Chelsea
2024-12-30,yoanewissa_brentford,9.0,0.0,9.0,Yoane Wissa,Brentford
2024-12-30,luisdiaz_liverpool,8.0,0.0,10.0,Luis Diaz,Liverpool
2024-12-30,olliewatkins_astonvilla,8.0,2.0,11.0,Ollie Watkins,Aston Villa
2024-12-30,brennanjohnson_tottenham,7.0,0.0,12.0,Brennan Johnson,Tottenham
2024-12-30,jorgenstrandlarsen_wolves,7.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2024-12-30,liamdelap_ipswichtown,7.0,1.0,14.0,Liam Delap,Ipswich Town
2024-12-30,dannywelbeck_brighton,6.0,0.0,15.0,Danny Welbeck,Brighton
2024-12-30,justinkluivert_bournemouth,6.0,5.0,16.0,Justin Kluivert,Bournemouth
2024-12-30,rauljimenez_fulham,6.0,1.0,17.0,Raul Jimenez,Fulham
2024-12-30,codygakpo_liverpool,5.0,0.0,18.0,Cody Gakpo,Liverpool
2024-12-30,evanilson_bournemouth,5.0,0.0,19.0,Evanilson,Bournemouth
2024-12-30,jarrodbowen_westham,5.0,1.0,20.0,Jarrod Bowen,West Ham
2024-12-30,jeanphilippemateta_crystalpalace,4.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2024-12-30,joaopedro_brighton,4.0,0.0,22.0,Joao Pedro,Brighton
2024-12-30,kevinschade_brentford,4.0,0.0,23.0,Kevin Schade,Brentford
2025-01-01,mohamedsalah_liverpool,17.0,4.0,1.0,Mohamed Salah,Liverpool
2025-01-01,erlinghaaland_manchestercity,14.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-01,alexanderisak_newcastleutd,12.0,0.0,3.0,Alexander Isak,Newcastle Utd
2025-01-01,colepalmer_chelsea,12.0,3.0,4.0,Cole Palmer,Chelsea
2025-01-01,bryanmbeumo_brentford,11.0,2.0,5.0,Bryan Mbeumo,Brentford
2025-01-01,chriswood_notthamforest,11.0,2.0,6.0,Chris Wood,Nott'ham Forest
2025-01-01,matheuscunha_wolves,10.0,0.0,7.0,Matheus Cunha,Wolves
2025-01-01,nicolasjackson_chelsea,9.0,0.0,8.0,Nicolas Jackson,Chelsea
2025-01-01,yoanewissa_brentford,9.0,0.0,9.0,Yoane Wissa,Brentford
2025-01-01,luisdiaz_liverpool,8.0,0.0,10.0,Luis Diaz,Liverpool
2025-01-01,olliewatkins_astonvilla,8.0,2.0,11.0,Ollie Watkins,Aston Villa
2025-01-01,brennanjohnson_tottenham,7.0,0.0,12.0,Brennan Johnson,Tottenham
2025-01-01,jorgenstrandlarsen_wolves,7.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2025-01-01,liamdelap_ipswichtown,7.0,1.0,14.0,Liam Delap,Ipswich Town
2025-01-01,dannywelbeck_brighton,6.0,0.0,15.0,Danny Welbeck,Brighton
2025-01-01,justinkluivert_bournemouth,6.0,5.0,16.0,Justin Kluivert,Bournemouth
2025-01-01,rauljimenez_fulham,6.0,1.0,17.0,Raul Jimenez,Fulham
2025-01-01,codygakpo_liverpool,5.0,0.0,18.0,Cody Gakpo,Liverpool
2025-01-01,evanilson_bournemouth,5.0,0.0,19.0,Evanilson,Bournemouth
2025-01-01,jarrodbowen_westham,5.0,1.0,20.0,Jarrod Bowen,West Ham
2025-01-01,jeanphilippemateta_crystalpalace,4.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2025-01-01,joaopedro_brighton,4.0,0.0,22.0,Joao Pedro,Brighton
2025-01-01,kevinschade_brentford,4.0,0.0,23.0,Kevin Schade,Brentford
2025-01-04,mohamedsalah_liverpool,17.0,4.0,1.0,Mohamed Salah,Liverpool
2025-01-04,erlinghaaland_manchestercity,16.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-04,alexanderisak_newcastleutd,13.0,0.0,3.0,Alexander Isak,Newcastle Utd
2025-01-04,bryanmbeumo_brentford,13.0,3.0,4.0,Bryan Mbeumo,Brentford
2025-01-04,colepalmer_chelsea,13.0,3.0,5.0,Cole Palmer,Chelsea
2025-01-04,chriswood_notthamforest,11.0,2.0,6.0,Chris Wood,Nott'ham Forest
2025-01-04,matheuscunha_wolves,10.0,0.0,7.0,Matheus Cunha,Wolves
2025-01-04,yoanewissa_brentford,10.0,0.0,8.0,Yoane Wissa,Brentford
2025-01-04,nicolasjackson_chelsea,9.0,0.0,9.0,Nicolas Jackson,Chelsea
2025-01-04,luisdiaz_liverpool,8.0,0.0,10.0,Luis Diaz,Liverpool
2025-01-04,olliewatkins_astonvilla,8.0,2.0,11.0,Ollie Watkins,Aston Villa
2025-01-04,brennanjohnson_tottenham,7.0,0.0,12.0,Brennan Johnson,Tottenham
2025-01-04,jorgenstrandlarsen_wolves,7.0,0.0,13.0,Jorgen Strand Larsen,Wolves
2025-01-04,liamdelap_ipswichtown,7.0,1.0,14.0,Liam Delap,Ipswich Town
2025-01-04,dannywelbeck_brighton,6.0,0.0,15.0,Danny Welbeck,Brighton
2025-01-04,justinkluivert_bournemouth,6.0,5.0,16.0,Justin Kluivert,Bournemouth
2025-01-04,rauljimenez_fulham,6.0,1.0,17.0,Raul Jimenez,Fulham
2025-01-04,codygakpo_liverpool,5.0,0.0,18.0,Cody Gakpo,Liverpool
2025-01-04,evanilson_bournemouth,5.0,0.0,19.0,Evanilson,Bournemouth
2025-01-04,jarrodbowen_westham,5.0,1.0,20.0,Jarrod Bowen,West Ham
2025-01-04,jeanphilippemateta_crystalpalace,5.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2025-01-04,joaopedro_brighton,5.0,1.0,22.0,Joao Pedro,Brighton
2025-01-04,kevinschade_brentford,5.0,0.0,23.0,Kevin Schade,Brentford
2025-01-05,mohamedsalah_liverpool,18.0,5.0,1.0,Mohamed Salah,Liverpool
2025-01-05,erlinghaaland_manchestercity,16.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-05,alexanderisak_newcastleutd,13.0,0.0,3.0,Alexander Isak,Newcastle Utd
2025-01-05,bryanmbeumo_brentford,13.0,3.0,4.0,Bryan Mbeumo,Brentford
2025-01-05,colepalmer_chelsea,13.0,3.0,5.0,Cole Palmer,Chelsea
2025-01-05,chriswood_notthamforest,11.0,2.0,6.0,Chris Wood,Nott'ham Forest
2025-01-05,matheuscunha_wolves,10.0,0.0,7.0,Matheus Cunha,Wolves
2025-01-05,yoanewissa_brentford,10.0,0.0,8.0,Yoane Wissa,Brentford
2025-01-05,nicolasjackson_chelsea,9.0,0.0,9.0,Nicolas Jackson,Chelsea
2025-01-05,liamdelap_ipswichtown,8.0,2.0,10.0,Liam Delap,Ipswich Town
2025-01-05,luisdiaz_liverpool,8.0,0.0,11.0,Luis Diaz,Liverpool
2025-01-05,olliewatkins_astonvilla,8.0,2.0,12.0,Ollie Watkins,Aston Villa
2025-01-05,rauljimenez_fulham,8.0,3.0,13.0,Raul Jimenez,Fulham
2025-01-05,brennanjohnson_tottenham,7.0,0.0,14.0,Brennan Johnson,Tottenham
2025-01-05,jorgenstrandlarsen_wolves,7.0,0.0,15.0,Jorgen Strand Larsen,Wolves
2025-01-05,codygakpo_liverpool,6.0,0.0,16.0,Cody Gakpo,Liverpool
2025-01-05,dannywelbeck_brighton,6.0,0.0,17.0,Danny Welbeck,Brighton
2025-01-05,justinkluivert_bournemouth,6.0,5.0,18.0,Justin Kluivert,Bournemouth
2025-01-05,evanilson_bournemouth,5.0,0.0,19.0,Evanilson,Bournemouth
2025-01-05,jarrodbowen_westham,5.0,1.0,20.0,Jarrod Bowen,West Ham
2025-01-05,jeanphilippemateta_crystalpalace,5.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2025-01-05,joaopedro_brighton,5.0,1.0,22.0,Joao Pedro,Brighton
2025-01-05,kevinschade_brentford,5.0,0.0,23.0,Kevin Schade,Brentford
2025-01-06,mohamedsalah_liverpool,18.0,5.0,1.0,Mohamed Salah,Liverpool
2025-01-06,erlinghaaland_manchestercity,16.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-06,alexanderisak_newcastleutd,13.0,0.0,3.0,Alexander Isak,Newcastle Utd
2025-01-06,bryanmbeumo_brentford,13.0,3.0,4.0,Bryan Mbeumo,Brentford
2025-01-06,colepalmer_chelsea,13.0,3.0,5.0,Cole Palmer,Chelsea
2025-01-06,chriswood_notthamforest,12.0,2.0,6.0,Chris Wood,Nott'ham Forest
2025-01-06,matheuscunha_wolves,10.0,0.0,7.0,Matheus Cunha,Wolves
2025-01-06,yoanewissa_brentford,10.0,0.0,8.0,Yoane Wissa,Brentford
2025-01-06,nicolasjackson_chelsea,9.0,0.0,9.0,Nicolas Jackson,Chelsea
2025-01-06,liamdelap_ipswichtown,8.0,2.0,10.0,Liam Delap,Ipswich Town
2025-01-06,luisdiaz_liverpool,8.0,0.0,11.0,Luis Diaz,Liverpool
2025-01-06,olliewatkins_astonvilla,8.0,2.0,12.0,Ollie Watkins,Aston Villa
2025-01-06,rauljimenez_fulham,8.0,3.0,13.0,Raul Jimenez,Fulham
2025-01-06,brennanjohnson_tottenham,7.0,0.0,14.0,Brennan Johnson,Tottenham
2025-01-06,jorgenstrandlarsen_wolves,7.0,0.0,15.0,Jorgen Strand Larsen,Wolves
2025-01-06,codygakpo_liverpool,6.0,0.0,16.0,Cody Gakpo,Liverpool
2025-01-06,dannywelbeck_brighton,6.0,0.0,17.0,Danny Welbeck,Brighton
2025-01-06,justinkluivert_bournemouth,6.0,5.0,18.0,Justin Kluivert,Bournemouth
2025-01-06,evanilson_bournemouth,5.0,0.0,19.0,Evanilson,Bournemouth
2025-01-06,jarrodbowen_westham,5.0,1.0,20.0,Jarrod Bowen,West Ham
2025-01-06,jeanphilippemateta_crystalpalace,5.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2025-01-06,joaopedro_brighton,5.0,1.0,22.0,Joao Pedro,Brighton
2025-01-06,kevinschade_brentford,5.0,0.0,23.0,Kevin Schade,Brentford
2025-01-14,mohamedsalah_liverpool,18.0,5.0,1.0,Mohamed Salah,Liverpool
2025-01-14,erlinghaaland_manchestercity,16.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-14,colepalmer_chelsea,14.0,3.0,3.0,Cole Palmer,Chelsea
2025-01-14,alexanderisak_newcastleutd,13.0,0.0,4.0,Alexander Isak,Newcastle Utd
2025-01-14,bryanmbeumo_brentford,13.0,3.0,5.0,Bryan Mbeumo,Brentford
2025-01-14,chriswood_notthamforest,13.0,2.0,6.0,Chris Wood,Nott'ham Forest
2025-01-14,yoanewissa_brentford,11.0,0.0,7.0,Yoane Wissa,Brentford
2025-01-14,matheuscunha_wolves,10.0,0.0,8.0,Matheus Cunha,Wolves
2025-01-14,nicolasjackson_chelsea,9.0,0.0,9.0,Nicolas Jackson,Chelsea
2025-01-14,liamdelap_ipswichtown,8.0,2.0,10.0,Liam Delap,Ipswich Town
2025-01-14,luisdiaz_liverpool,8.0,0.0,11.0,Luis Diaz,Liverpool
2025-01-14,olliewatkins_astonvilla,8.0,2.0,12.0,Ollie Watkins,Aston Villa
2025-01-14,rauljimenez_fulham,8.0,3.0,13.0,Raul Jimenez,Fulham
2025-01-14,brennanjohnson_tottenham,7.0,0.0,14.0,Brennan Johnson,Tottenham
2025-01-14,jorgenstrandlarsen_wolves,7.0,0.0,15.0,Jorgen Strand Larsen,Wolves
2025-01-14,justinkluivert_bournemouth,7.0,6.0,16.0,Justin Kluivert,Bournemouth
2025-01-14,codygakpo_liverpool,6.0,0.0,17.0,Cody Gakpo,Liverpool
2025-01-14,dannywelbeck_brighton,6.0,0.0,18.0,Danny Welbeck,Brighton
2025-01-14,evanilson_bournemouth,5.0,0.0,19.0,Evanilson,Bournemouth
2025-01-14,jarrodbowen_westham,5.0,1.0,20.0,Jarrod Bowen,West Ham
2025-01-14,jeanphilippemateta_crystalpalace,5.0,1.0,21.0,Jean-Philippe Mateta,Crystal Palace
2025-01-14,joaopedro_brighton,5.0,1.0,22.0,Joao Pedro,Brighton
2025-01-14,kevinschade_brentford,5.0,0.0,23.0,Kevin Schade,Brentford
2025-01-15,mohamedsalah_liverpool,18.0,5.0,1.0,Mohamed Salah,Liverpool
2025-01-15,erlinghaaland_manchestercity,16.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-15,alexanderisak_newcastleutd,15.0,0.0,3.0,Alexander Isak,Newcastle Utd
2025-01-15,colepalmer_chelsea,14.0,3.0,4.0,Cole Palmer,Chelsea
2025-01-15,bryanmbeumo_brentford,13.0,3.0,5.0,Bryan Mbeumo,Brentford
2025-01-15,chriswood_notthamforest,13.0,2.0,6.0,Chris Wood,Nott'ham Forest
2025-01-15,yoanewissa_brentford,11.0,0.0,7.0,Yoane Wissa,Brentford
2025-01-15,matheuscunha_wolves,10.0,0.0,8.0,Matheus Cunha,Wolves
2025-01-15,nicolasjackson_chelsea,9.0,0.0,9.0,Nicolas Jackson,Chelsea
2025-01-15,olliewatkins_astonvilla,9.0,2.0,10.0,Ollie Watkins,Aston Villa
2025-01-15,liamdelap_ipswichtown,8.0,2.0,11.0,Liam Delap,Ipswich Town
2025-01-15,luisdiaz_liverpool,8.0,0.0,12.0,Luis Diaz,Liverpool
2025-01-15,rauljimenez_fulham,8.0,3.0,13.0,Raul Jimenez,Fulham
2025-01-15,brennanjohnson_tottenham,7.0,0.0,14.0,Brennan Johnson,Tottenham
2025-01-15,jorgenstrandlarsen_wolves,7.0,0.0,15.0,Jorgen Strand Larsen,Wolves
2025-01-15,justinkluivert_bournemouth,7.0,6.0,16.0,Justin Kluivert,Bournemouth
2025-01-15,codygakpo_liverpool,6.0,0.0,17.0,Cody Gakpo,Liverpool
2025-01-15,dannywelbeck_brighton,6.0,0.0,18.0,Danny Welbeck,Brighton
2025-01-15,jeanphilippemateta_crystalpalace,6.0,1.0,19.0,Jean-Philippe Mateta,Crystal Palace
2025-01-15,evanilson_bournemouth,5.0,0.0,20.0,Evanilson,Bournemouth
2025-01-15,jarrodbowen_westham,5.0,1.0,21.0,Jarrod Bowen,West Ham
2025-01-15,joaopedro_brighton,5.0,1.0,22.0,Joao Pedro,Brighton
2025-01-15,kevinschade_brentford,5.0,0.0,23.0,Kevin Schade,Brentford
2025-01-18,mohamedsalah_liverpool,18.0,5.0,1.0,Mohamed Salah,Liverpool
2025-01-18,erlinghaaland_manchestercity,16.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-18,alexanderisak_newcastleutd,15.0,0.0,3.0,Alexander Isak,Newcastle Utd
2025-01-18,colepalmer_chelsea,14.0,3.0,4.0,Cole Palmer,Chelsea
2025-01-18,bryanmbeumo_brentford,13.0,3.0,5.0,Bryan Mbeumo,Brentford
2025-01-18,chriswood_notthamforest,13.0,2.0,6.0,Chris Wood,Nott'ham Forest
2025-01-18,yoanewissa_brentford,11.0,0.0,7.0,Yoane Wissa,Brentford
2025-01-18,justinkluivert_bournemouth,10.0,6.0,8.0,Justin Kluivert,Bournemouth
2025-01-18,matheuscunha_wolves,10.0,0.0,9.0,Matheus Cunha,Wolves
2025-01-18,olliewatkins_astonvilla,10.0,2.0,10.0,Ollie Watkins,Aston Villa
2025-01-18,nicolasjackson_chelsea,9.0,0.0,11.0,Nicolas Jackson,Chelsea
2025-01-18,jeanphilippemateta_crystalpalace,8.0,2.0,12.0,Jean-Philippe Mateta,Crystal Palace
2025-01-18,liamdelap_ipswichtown,8.0,2.0,13.0,Liam Delap,Ipswich Town
2025-01-18,luisdiaz_liverpool,8.0,0.0,14.0,Luis Diaz,Liverpool
2025-01-18,rauljimenez_fulham,8.0,3.0,15.0,Raul Jimenez,Fulham
2025-01-18,brennanjohnson_tottenham,7.0,0.0,16.0,Brennan Johnson,Tottenham
2025-01-18,jorgenstrandlarsen_wolves,7.0,0.0,17.0,Jorgen Strand Larsen,Wolves
2025-01-18,codygakpo_liverpool,6.0,0.0,18.0,Cody Gakpo,Liverpool
2025-01-18,dannywelbeck_brighton,6.0,0.0,19.0,Danny Welbeck,Brighton
2025-01-18,evanilson_bournemouth,5.0,0.0,20.0,Evanilson,Bournemouth
2025-01-18,jarrodbowen_westham,5.0,1.0,21.0,Jarrod Bowen,West Ham
2025-01-18,joaopedro_brighton,5.0,1.0,22.0,Joao Pedro,Brighton
2025-01-18,kevinschade_brentford,5.0,0.0,23.0,Kevin Schade,Brentford
2025-01-19,mohamedsalah_liverpool,18.0,5.0,1.0,Mohamed Salah,Liverpool
2025-01-19,erlinghaaland_manchestercity,17.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-19,alexanderisak_newcastleutd,15.0,0.0,3.0,Alexander Isak,Newcastle Utd
2025-01-19,chriswood_notthamforest,14.0,2.0,4.0,Chris Wood,Nott'ham Forest
2025-01-19,colepalmer_chelsea,14.0,3.0,5.0,Cole Palmer,Chelsea
2025-01-19,bryanmbeumo_brentford,13.0,3.0,6.0,Bryan Mbeumo,Brentford
2025-01-19,yoanewissa_brentford,11.0,0.0,7.0,Yoane Wissa,Brentford
2025-01-19,justinkluivert_bournemouth,10.0,6.0,8.0,Justin Kluivert,Bournemouth
2025-01-19,matheuscunha_wolves,10.0,0.0,9.0,Matheus Cunha,Wolves
2025-01-19,olliewatkins_astonvilla,10.0,2.0,10.0,Ollie Watkins,Aston Villa
2025-01-19,nicolasjackson_chelsea,9.0,0.0,11.0,Nicolas Jackson,Chelsea
2025-01-19,jeanphilippemateta_crystalpalace,8.0,2.0,12.0,Jean-Philippe Mateta,Crystal Palace
2025-01-19,liamdelap_ipswichtown,8.0,2.0,13.0,Liam Delap,Ipswich Town
2025-01-19,luisdiaz_liverpool,8.0,0.0,14.0,Luis Diaz,Liverpool
2025-01-19,rauljimenez_fulham,8.0,3.0,15.0,Raul Jimenez,Fulham
2025-01-19,brennanjohnson_tottenham,7.0,0.0,16.0,Brennan Johnson,Tottenham
2025-01-19,jorgenstrandlarsen_wolves,7.0,0.0,17.0,Jorgen Strand Larsen,Wolves
2025-01-19,codygakpo_liverpool,6.0,0.0,18.0,Cody Gakpo,Liverpool
2025-01-19,dannywelbeck_brighton,6.0,0.0,19.0,Danny Welbeck,Brighton
2025-01-19,evanilson_bournemouth,5.0,0.0,20.0,Evanilson,Bournemouth
2025-01-19,jarrodbowen_westham,5.0,1.0,21.0,Jarrod Bowen,West Ham
2025-01-19,joaopedro_brighton,5.0,1.0,22.0,Joao Pedro,Brighton
2025-01-19,kevinschade_brentford,5.0,0.0,23.0,Kevin Schade,Brentford
2025-01-25,mohamedsalah_liverpool,19.0,5.0,1.0,Mohamed Salah,Liverpool
2025-01-25,erlinghaaland_manchestercity,18.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-25,alexanderisak_newcastleutd,17.0,1.0,3.0,Alexander Isak,Newcastle Utd
2025-01-25,chriswood_notthamforest,14.0,2.0,4.0,Chris Wood,Nott'ham Forest
2025-01-25,colepalmer_chelsea,14.0,3.0,5.0,Cole Palmer,Chelsea
2025-01-25,bryanmbeumo_brentford,13.0,3.0,6.0,Bryan Mbeumo,Brentford
2025-01-25,justinkluivert_bournemouth,11.0,6.0,7.0,Justin Kluivert,Bournemouth
2025-01-25,yoanewissa_brentford,11.0,0.0,8.0,Yoane Wissa,Brentford
2025-01-25,matheuscunha_wolves,10.0,0.0,9.0,Matheus Cunha,Wolves
2025-01-25,olliewatkins_astonvilla,10.0,2.0,10.0,Ollie Watkins,Aston Villa
2025-01-25,nicolasjackson_chelsea,9.0,0.0,11.0,Nicolas Jackson,Chelsea
2025-01-25,codygakpo_liverpool,8.0,0.0,12.0,Cody Gakpo,Liverpool
2025-01-25,jeanphilippemateta_crystalpalace,8.0,2.0,13.0,Jean-Philippe Mateta,Crystal Palace
2025-01-25,liamdelap_ipswichtown,8.0,2.0,14.0,Liam Delap,Ipswich Town
2025-01-25,luisdiaz_liverpool,8.0,0.0,15.0,Luis Diaz,Liverpool
2025-01-25,rauljimenez_fulham,8.0,3.0,16.0,Raul Jimenez,Fulham
2025-01-25,brennanjohnson_tottenham,7.0,0.0,17.0,Brennan Johnson,Tottenham
2025-01-25,jorgenstrandlarsen_wolves,7.0,0.0,18.0,Jorgen Strand Larsen,Wolves
2025-01-25,dannywelbeck_brighton,6.0,0.0,19.0,Danny Welbeck,Brighton
2025-01-25,evanilson_bournemouth,5.0,0.0,20.0,Evanilson,Bournemouth
2025-01-25,jarrodbowen_westham,5.0,1.0,21.0,Jarrod Bowen,West Ham
2025-01-25,joaopedro_brighton,5.0,1.0,22.0,Joao Pedro,Brighton
2025-01-25,kevinschade_brentford,5.0,0.0,23.0,Kevin Schade,Brentford
2025-01-26,mohamedsalah_liverpool,19.0,5.0,1.0,Mohamed Salah,Liverpool
2025-01-26,erlinghaaland_manchestercity,18.0,1.0,2.0,Erling Haaland,Manchester City
2025-01-26,alexanderisak_newcastleutd,17.0,1.0,3.0,Alexander Isak,Newcastle Utd
2025-01-26,bryanmbeumo_brentford,14.0,4.0,4.0,Bryan Mbeumo,Brentford
2025-01-26,chriswood_notthamforest,14.0,2.0,5.0,Chris Wood,Nott'ham Forest
2025-01-26,colepalmer_chelsea,14.0,3.0,6.0,Cole Palmer,Chelsea
2025-01-26,justinkluivert_bournemouth,11.0,6.0,7.0,Justin Kluivert,Bournemouth
2025-01-26,yoanewissa_brentford,11.0,0.0,8.0,Yoane Wissa,Brentford
2025-01-26,matheuscunha_wolves,10.0,0.0,9.0,Matheus Cunha,Wolves
2025-01-26,olliewatkins_astonvilla,10.0,2.0,10.0,Ollie Watkins,Aston Villa
2025-01-26,nicolasjackson_chelsea,9.0,0.0,11.0,Nicolas Jackson,Chelsea
2025-01-26,codygakpo_liverpool,8.0,0.0,12.0,Cody Gakpo,Liverpool
2025-01-26,jeanphilippemateta_crystalpalace,8.0,2.0,13.0,Jean-Philippe Mateta,Crystal Palace
2025-01-26,liamdelap_ipswichtown,8.0,2.0,14.0,Liam Delap,Ipswich Town
2025-01-26,luisdiaz_liverpool,8.0,0.0,15.0,Luis Diaz,Liverpool
2025-01-26,rauljimenez_fulham,8.0,3.0,16.0,Raul Jimenez,Fulham
2025-01-26,brennanjohnson_tottenham,7.0,0.0,17.0,Brennan Johnson,Tottenham
2025-01-26,jorgenstrandlarsen_wolves,7.0,0.0,18.0,Jorgen Strand Larsen,Wolves
2025-01-26,dannywelbeck_brighton,6.0,0.0,19.0,Danny Welbeck,Brighton
2025-01-26,kevinschade_brentford,6.0,0.0,20.0,Kevin Schade,Brentford
2025-01-26,evanilson_bournemouth,5.0,0.0,21.0,Evanilson,Bournemouth
2025-01-26,jarrodbowen_westham,5.0,1.0,22.0,Jarrod Bowen,West Ham
2025-01-26,joaopedro_brighton,5.0,1.0,23.0,Joao Pedro,Brighton
2025-02-01,mohamedsalah_liverpool,21.0,6.0,1.0,Mohamed Salah,Liverpool
2025-02-01,erlinghaaland_manchestercity,18.0,1.0,2.0,Erling Haaland,Manchester City
2025-02-01,alexanderisak_newcastleutd,17.0,1.0,3.0,Alexander Isak,Newcastle Utd
2025-02-01,chriswood_notthamforest,17.0,3.0,4.0,Chris Wood,Nott'ham Forest
2025-02-01,bryanmbeumo_brentford,14.0,4.0,5.0,Bryan Mbeumo,Brentford
2025-02-01,colepalmer_chelsea,14.0,3.0,6.0,Cole Palmer,Chelsea
2025-02-01,justinkluivert_bournemouth,11.0,6.0,7.0,Justin Kluivert,Bournemouth
2025-02-01,matheuscunha_wolves,11.0,0.0,8.0,Matheus Cunha,Wolves
2025-02-01,yoanewissa_brentford,11.0,0.0,9.0,Yoane Wissa,Brentford
2025-02-01,olliewatkins_astonvilla,10.0,2.0,10.0,Ollie Watkins,Aston Villa
2025-02-01,liamdelap_ipswichtown,9.0,2.0,11.0,Liam Delap,Ipswich Town
2025-02-01,nicolasjackson_chelsea,9.0,0.0,12.0,Nicolas Jackson,Chelsea
2025-02-01,rauljimenez_fulham,9.0,3.0,13.0,Raul Jimenez,Fulham
2025-02-01,codygakpo_liverpool,8.0,0.0,14.0,Cody Gakpo,Liverpool
2025-02-01,jeanphilippemateta_crystalpalace,8.0,2.0,15.0,Jean-Philippe Mateta,Crystal Palace
2025-02-01,luisdiaz_liverpool,8.0,0.0,16.0,Luis Diaz,Liverpool
2025-02-01,brennanjohnson_tottenham,7.0,0.0,17.0,Brennan Johnson,Tottenham
2025-02-01,jorgenstrandlarsen_wolves,7.0,0.0,18.0,Jorgen Strand Larsen,Wolves
2025-02-01,dannywelbeck_brighton,6.0,0.0,19.0,Danny Welbeck,Brighton
2025-02-01,kevinschade_brentford,6.0,0.0,20.0,Kevin Schade,Brentford
2025-02-01,evanilson_bournemouth,5.0,0.0,21.0,Evanilson,Bournemouth
2025-02-01,jarrodbowen_westham,5.0,1.0,22.0,Jarrod Bowen,West Ham
2025-02-01,joaopedro_brighton,5.0,1.0,23.0,Joao Pedro,Brighton
2025-02-02,mohamedsalah_liverpool,21.0,6.0,1.0,Mohamed Salah,Liverpool
2025-02-02,erlinghaaland_manchestercity,19.0,1.0,2.0,Erling Haaland,Manchester City
2025-02-02,alexanderisak_newcastleutd,17.0,1.0,3.0,Alexander Isak,Newcastle Utd
2025-02-02,chriswood_notthamforest,17.0,3.0,4.0,Chris Wood,Nott'ham Forest
2025-02-02,bryanmbeumo_brentford,14.0,4.0,5.0,Bryan Mbeumo,Brentford
2025-02-02,colepalmer_chelsea,14.0,3.0,6.0,Cole Palmer,Chelsea
2025-02-02,justinkluivert_bournemouth,11.0,6.0,7.0,Justin Kluivert,Bournemouth
2025-02-02,matheuscunha_wolves,11.0,0.0,8.0,Matheus Cunha,Wolves
2025-02-02,yoanewissa_brentford,11.0,0.0,9.0,Yoane Wissa,Brentford
2025-02-02,jeanphilippemateta_crystalpalace,10.0,2.0,10.0,Jean-Philippe Mateta,Crystal Palace
2025-02-02,olliewatkins_astonvilla,10.0,2.0,11.0,Ollie Watkins,Aston Villa
2025-02-02,liamdelap_ipswichtown,9.0,2.0,12.0,Liam Delap,Ipswich Town
2025-02-02,nicolasjackson_chelsea,9.0,0.0,13.0,Nicolas Jackson,Chelsea
2025-02-02,rauljimenez_fulham,9.0,3.0,14.0,Raul Jimenez,Fulham
2025-02-02,codygakpo_liverpool,8.0,0.0,15.0,Cody Gakpo,Liverpool
2025-02-02,luisdiaz_liverpool,8.0,0.0,16.0,Luis Diaz,Liverpool
2025-02-02,brennanjohnson_tottenham,7.0,0.0,17.0,Brennan Johnson,Tottenham
2025-02-02,jorgenstrandlarsen_wolves,7.0,0.0,18.0,Jorgen Strand Larsen,Wolves
2025-02-02,dannywelbeck_brighton,6.0,0.0,19.0,Danny Welbeck,Brighton
2025-02-02,kevinschade_brentford,6.0,0.0,20.0,Kevin Schade,Brentford
2025-02-02,evanilson_bournemouth,5.0,0.0,21.0,Evanilson,Bournemouth
2025-02-02,jarrodbowen_westham,5.0,1.0,22.0,Jarrod Bowen,West Ham
2025-02-02,joaopedro_brighton,5.0,1.0,23.0,Joao Pedro,Brighton
2025-02-03,mohamedsalah_liverpool,21.0,6.0,1.0,Mohamed Salah,Liverpool
2025-02-03,erlinghaaland_manchestercity,19.0,1.0,2.0,Erling Haaland,Manchester City
2025-02-03,alexanderisak_newcastleutd,17.0,1.0,3.0,Alexander Isak,Newcastle Utd
2025-02-03,chriswood_notthamforest,17.0,3.0,4.0,Chris Wood,Nott'ham Forest
