Date,HomeTeam,AwayTeam,FTHG,FTAG,HomeTeamRank,HomeTeamPosition,HomeTeamCumPts,AwayTeamRank,AwayTeamPosition,AwayTeamCumPts
2018-09-22,Burnley,Bournemouth,4,0,16.0,16,4.0,7.0,7,10.0
2018-09-17,Southampton,Brighton,2,2,13.0,13,5.0,14.0,14,5.0
2018-09-16,Everton,West Ham,1,3,10.0,10,6.0,16.0,16,3.0
2018-09-16,Wolves,Burnley,1,0,9.0,9,8.0,20.0,20,1.0
2018-09-15,Watford,Man United,1,2,4.0,4,12.0,8.0,8,9.0
2018-09-15,Tottenham,Liverpool,1,2,6.0,6,9.0,2.0,2,15.0
2018-09-15,Newcastle,Arsenal,1,2,18.0,18,1.0,7.0,7,9.0
2018-09-15,Man City,Fulham,3,0,3.0,3,13.0,15.0,15,4.0
2018-09-15,Huddersfield,Crystal Palace,0,1,17.0,17,2.0,11.0,11,6.0
2018-09-15,Chelsea,Cardiff,4,1,1.0,1,15.0,16.0,16,2.0
2018-09-15,Bournemouth,Leicester,4,2,5.0,5,10.0,10.0,10,6.0
2018-09-02,Cardiff,Arsenal,2,3,16.0,16,2.0,9.0,9,6.0
2018-09-02,Burnley,Man United,0,2,19.0,19,1.0,10.0,10,6.0
2018-09-02,Watford,Tottenham,2,1,3.0,3,12.0,5.0,5,9.0
2018-09-01,Brighton,Fulham,2,2,12.0,12,4.0,11.0,11,4.0
2018-09-01,West Ham,Wolves,0,1,20.0,20,0.0,9.0,9,5.0
2018-09-01,Man City,Newcastle,2,1,3.0,3,10.0,18.0,18,1.0
2018-09-01,Leicester,Liverpool,1,2,8.0,8,6.0,1.0,1,12.0
2018-09-01,Everton,Huddersfield,1,1,7.0,7,6.0,17.0,17,2.0
2018-09-01,Crystal Palace,Southampton,0,2,15.0,15,3.0,10.0,10,4.0
2018-09-01,Chelsea,Bournemouth,2,0,2.0,2,12.0,6.0,6,7.0
2018-08-27,Man United,Tottenham,0,3,13.0,13,3.0,2.0,2,9.0
2018-08-26,Fulham,Burnley,4,2,12.0,12,3.0,18.0,18,1.0
2018-08-26,Newcastle,Chelsea,1,2,16.0,16,1.0,2.0,2,9.0
2018-08-26,Watford,Crystal Palace,2,1,3.0,3,9.0,11.0,11,3.0
2018-08-25,Wolves,Man City,1,1,13.0,13,2.0,2.0,2,7.0
2018-08-25,Southampton,Leicester,1,2,16.0,16,1.0,7.0,7,6.0
2018-08-25,Liverpool,Brighton,1,0,1.0,1,9.0,12.0,12,3.0
2018-08-25,Huddersfield,Cardiff,0,0,18.0,18,1.0,14.0,14,2.0
2018-08-25,Bournemouth,Everton,2,2,3.0,3,7.0,8.0,8,5.0
2018-08-25,Arsenal,West Ham,3,1,11.0,11,3.0,20.0,20,0.0
2018-08-20,Crystal Palace,Liverpool,0,2,10.0,10,3.0,2.0,2,6.0
2018-08-19,Burnley,Watford,1,3,15.0,15,1.0,3.0,3,6.0
2018-08-19,Brighton,Man United,3,2,11.0,11,3.0,10.0,10,3.0
2018-08-19,Man City,Huddersfield,6,1,1.0,1,6.0,20.0,20,0.0
2018-08-18,West Ham,Bournemouth,1,2,20.0,20,0.0,3.0,3,6.0
2018-08-18,Tottenham,Fulham,3,1,2.0,2,6.0,19.0,19,0.0
2018-08-18,Leicester,Wolves,2,0,9.0,9,3.0,14.0,14,1.0
2018-08-18,Everton,Southampton,2,1,4.0,4,4.0,12.0,13,1.0
2018-08-18,Chelsea,Arsenal,3,2,1.0,1,6.0,17.0,17,0.0
2018-08-18,Cardiff,Newcastle,0,0,15.0,15,1.0,12.0,12,1.0
2018-08-12,Liverpool,West Ham,4,0,1.0,1,3.0,20.0,20,0.0
2018-08-12,Arsenal,Man City,0,2,15.0,15,0.0,3.0,5,3.0
2018-08-12,Southampton,Burnley,0,0,11.0,12,1.0,11.0,11,1.0
2018-08-11,Fulham,Crystal Palace,0,2,17.0,19,0.0,2.0,3,3.0
2018-08-11,Newcastle,Tottenham,1,2,15.0,16,0.0,5.0,6,3.0
2018-08-11,Huddersfield,Chelsea,0,3,20.0,20,0.0,1.0,1,3.0
2018-08-11,Bournemouth,Cardiff,2,0,2.0,2,3.0,17.0,18,0.0
2018-08-11,Watford,Brighton,2,0,2.0,4,3.0,17.0,17,0.0
2018-08-11,Wolves,Everton,2,2,7.0,8,1.0,7.0,7,1.0
2018-08-10,Man United,Leicester,2,1,1.0,1,3.0,20.0,20,0.0
