Date,HomeTeam,AwayTeam,FTHG,FTAG,HomeTeamRank,HomeTeamPosition,HomeTeamCumPts,AwayTeamRank,AwayTeamPosition,AwayTeamCumPts
2017-09-17,Chelsea,Arsenal,0,0,3.0,3,10.0,12.0,12,7.0
2017-09-17,Man United,Everton,4,0,1.0,2,13.0,18.0,18,4.0
2017-09-16,West Brom,West Ham,0,0,9.0,10,8.0,18.0,18,4.0
2017-09-16,Watford,Man City,0,6,11.0,11,8.0,1.0,1,13.0
2017-09-16,Tottenham,Swansea,0,0,5.0,5,8.0,14.0,14,5.0
2017-09-16,Newcastle,Stoke,2,1,4.0,4,9.0,13.0,13,5.0
2017-09-16,Liverpool,Burnley,1,1,8.0,8,8.0,7.0,7,8.0
2017-09-16,Huddersfield,Leicester,1,1,6.0,6,8.0,15.0,15,4.0
2017-09-16,Crystal Palace,Southampton,0,1,20.0,20,0.0,9.0,9,8.0
2017-09-15,Bournemouth,Brighton,2,1,19.0,19,3.0,14.0,14,4.0
2017-09-11,West Ham,Huddersfield,2,0,18.0,18,3.0,6.0,6,7.0
2017-09-10,Burnley,Crystal Palace,1,0,7.0,7,7.0,19.0,19,0.0
2017-09-10,Swansea,Newcastle,0,1,15.0,15,4.0,10.0,10,6.0
2017-09-09,Arsenal,Bournemouth,3,0,9.0,9,6.0,19.0,19,0.0
2017-09-09,Stoke,Man United,2,2,10.0,10,5.0,1.0,1,10.0
2017-09-09,Southampton,Watford,0,2,11.0,11,5.0,4.0,4,8.0
2017-09-09,Man City,Liverpool,5,0,2.0,2,10.0,7.0,7,7.0
2017-09-09,Leicester,Chelsea,1,2,17.0,17,3.0,3.0,3,9.0
2017-09-09,Everton,Tottenham,0,3,15.0,15,4.0,5.0,5,7.0
2017-09-09,Brighton,West Brom,3,1,13.0,13,4.0,8.0,8,7.0
2017-08-27,Liverpool,Arsenal,4,0,2.0,2,7.0,16.0,16,3.0
2017-08-27,Chelsea,Everton,2,0,6.0,6,6.0,12.0,12,4.0
2017-08-27,Tottenham,Burnley,1,1,9.0,9,4.0,10.0,10,4.0
2017-08-27,West Brom,Stoke,1,1,5.0,5,7.0,11.0,11,4.0
2017-08-26,Watford,Brighton,0,0,5.0,5,5.0,17.0,17,1.0
2017-08-26,Newcastle,West Ham,3,0,13.0,14,3.0,20.0,20,0.0
2017-08-26,Man United,Leicester,2,0,1.0,1,9.0,16.0,16,3.0
2017-08-26,Huddersfield,Southampton,0,0,2.0,2,7.0,6.0,6,5.0
2017-08-26,Crystal Palace,Swansea,0,2,19.0,19,0.0,9.0,9,4.0
2017-08-26,Bournemouth,Man City,1,2,18.0,18,0.0,3.0,3,7.0
2017-08-21,Man City,Everton,1,1,5.0,5,4.0,8.0,8,4.0
2017-08-20,Huddersfield,Newcastle,1,0,2.0,2,6.0,16.0,17,0.0
2017-08-20,Tottenham,Chelsea,1,2,9.0,9,3.0,11.0,12,3.0
2017-08-19,Swansea,Man United,0,4,14.0,14,1.0,1.0,1,6.0
2017-08-19,Stoke,Arsenal,1,0,13.0,13,3.0,11.0,11,3.0
2017-08-19,Southampton,West Ham,3,2,5.0,5,4.0,20.0,20,0.0
2017-08-19,Liverpool,Crystal Palace,1,0,4.0,4,4.0,18.0,19,0.0
2017-08-19,Leicester,Brighton,2,0,9.0,9,3.0,18.0,18,0.0
2017-08-19,Burnley,West Brom,0,1,12.0,12,3.0,2.0,2,6.0
2017-08-19,Bournemouth,Watford,0,2,17.0,17,0.0,3.0,3,4.0
2017-08-13,Newcastle,Tottenham,0,2,17.0,18,0.0,3.0,4,3.0
2017-08-13,Man United,West Ham,4,0,1.0,1,3.0,20.0,20,0.0
2017-08-12,Chelsea,Burnley,2,3,16.0,16,0.0,4.0,4,3.0
2017-08-12,Everton,Stoke,1,0,5.0,5,3.0,17.0,18,0.0
2017-08-12,Crystal Palace,Huddersfield,0,3,20.0,20,0.0,1.0,1,3.0
2017-08-12,Brighton,Man City,0,2,19.0,19,0.0,2.0,2,3.0
2017-08-12,Southampton,Swansea,0,0,9.0,9,1.0,9.0,10,1.0
2017-08-12,Watford,Liverpool,3,3,7.0,8,1.0,7.0,7,1.0
2017-08-12,West Brom,Bournemouth,1,0,5.0,6,3.0,17.0,17,0.0
2017-08-11,Arsenal,Leicester,4,3,1.0,1,3.0,20.0,20,0.0
