date,player_team,value,rank,player,team
2020-09-12,timowerner_chelsea,0.0,26.0,Timo Werner,Chelsea
2020-09-12,trentalexanderarnold_liverpool,0.0,27.0,Trent Alexander-Arnold,Liverpool
2020-09-12,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-09-13,andrewrobertson_liverpool,1.0,1.0,Andrew Robertson,Liverpool
2020-09-13,lucasdigne_everton,1.0,2.0,Lucas Digne,Everton
2020-09-13,aaroncresswell_westham,0.0,3.0,Aaron Cresswell,West Ham
2020-09-13,bernardosilva_manchestercity,0.0,4.0,Bernardo Silva,Manchester City
2020-09-13,bertrandtraore_astonvilla,0.0,5.0,Bertrand Traore,Aston Villa
2020-09-13,brunofernandes_manchesterutd,0.0,6.0,Bruno Fernandes,Manchester Utd
2020-09-13,eberechieze_crystalpalace,0.0,7.0,Eberechi Eze,Crystal Palace
2020-09-13,harrykane_tottenham,0.0,8.0,Harry Kane,Tottenham
2020-09-13,jackgrealish_astonvilla,0.0,9.0,Jack Grealish,Aston Villa
2020-09-13,jackharrison_leedsunited,0.0,10.0,Jack Harrison,Leeds United
2020-09-13,jameswardprowse_southampton,0.0,11.0,James Ward-Prowse,Southampton
2020-09-13,jamievardy_leicestercity,0.0,12.0,Jamie Vardy,Leicester City
2020-09-13,kevindebruyne_manchestercity,0.0,13.0,Kevin De Bruyne,Manchester City
2020-09-13,marcusrashford_manchesterutd,0.0,14.0,Marcus Rashford,Manchester Utd
2020-09-13,matheuspereira_westbrom,0.0,15.0,Matheus Pereira,West Brom
2020-09-13,pascalgross_brighton,0.0,16.0,Pascal Gross,Brighton
2020-09-13,patrickbamford_leedsunited,0.0,17.0,Patrick Bamford,Leeds United
2020-09-13,pedroneto_wolves,0.0,18.0,Pedro Neto,Wolves
2020-09-13,raheemsterling_manchestercity,0.0,19.0,Raheem Sterling,Manchester City
2020-09-13,raphinha_leedsunited,0.0,20.0,Raphinha,Leeds United
2020-09-13,riyadmahrez_manchestercity,0.0,21.0,Riyad Mahrez,Manchester City
2020-09-13,robertofirmino_liverpool,0.0,22.0,Roberto Firmino,Liverpool
2020-09-13,sadiomane_liverpool,0.0,23.0,Sadio Mane,Liverpool
2020-09-13,saidbenrahma_westham,0.0,24.0,Said Benrahma,West Ham
2020-09-13,sonheungmin_tottenham,0.0,25.0,Son Heung-min,Tottenham
2020-09-13,timowerner_chelsea,0.0,26.0,Timo Werner,Chelsea
2020-09-13,trentalexanderarnold_liverpool,0.0,27.0,Trent Alexander-Arnold,Liverpool
2020-09-13,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-09-14,andrewrobertson_liverpool,1.0,1.0,Andrew Robertson,Liverpool
2020-09-14,lucasdigne_everton,1.0,2.0,Lucas Digne,Everton
2020-09-14,pedroneto_wolves,1.0,3.0,Pedro Neto,Wolves
2020-09-14,aaroncresswell_westham,0.0,4.0,Aaron Cresswell,West Ham
2020-09-14,bernardosilva_manchestercity,0.0,5.0,Bernardo Silva,Manchester City
2020-09-14,bertrandtraore_astonvilla,0.0,6.0,Bertrand Traore,Aston Villa
2020-09-14,brunofernandes_manchesterutd,0.0,7.0,Bruno Fernandes,Manchester Utd
2020-09-14,eberechieze_crystalpalace,0.0,8.0,Eberechi Eze,Crystal Palace
2020-09-14,harrykane_tottenham,0.0,9.0,Harry Kane,Tottenham
2020-09-14,jackgrealish_astonvilla,0.0,10.0,Jack Grealish,Aston Villa
2020-09-14,jackharrison_leedsunited,0.0,11.0,Jack Harrison,Leeds United
2020-09-14,jameswardprowse_southampton,0.0,12.0,James Ward-Prowse,Southampton
2020-09-14,jamievardy_leicestercity,0.0,13.0,Jamie Vardy,Leicester City
2020-09-14,kevindebruyne_manchestercity,0.0,14.0,Kevin De Bruyne,Manchester City
2020-09-14,marcusrashford_manchesterutd,0.0,15.0,Marcus Rashford,Manchester Utd
2020-09-14,matheuspereira_westbrom,0.0,16.0,Matheus Pereira,West Brom
2020-09-14,pascalgross_brighton,0.0,17.0,Pascal Gross,Brighton
2020-09-14,patrickbamford_leedsunited,0.0,18.0,Patrick Bamford,Leeds United
2020-09-14,raheemsterling_manchestercity,0.0,19.0,Raheem Sterling,Manchester City
2020-09-14,raphinha_leedsunited,0.0,20.0,Raphinha,Leeds United
2020-09-14,riyadmahrez_manchestercity,0.0,21.0,Riyad Mahrez,Manchester City
2020-09-14,robertofirmino_liverpool,0.0,22.0,Roberto Firmino,Liverpool
2020-09-14,sadiomane_liverpool,0.0,23.0,Sadio Mane,Liverpool
2020-09-14,saidbenrahma_westham,0.0,24.0,Said Benrahma,West Ham
2020-09-14,sonheungmin_tottenham,0.0,25.0,Son Heung-min,Tottenham
2020-09-14,timowerner_chelsea,0.0,26.0,Timo Werner,Chelsea
2020-09-14,trentalexanderarnold_liverpool,0.0,27.0,Trent Alexander-Arnold,Liverpool
2020-09-14,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-09-19,andrewrobertson_liverpool,1.0,1.0,Andrew Robertson,Liverpool
2020-09-19,lucasdigne_everton,1.0,2.0,Lucas Digne,Everton
2020-09-19,matheuspereira_westbrom,1.0,3.0,Matheus Pereira,West Brom
2020-09-19,patrickbamford_leedsunited,1.0,4.0,Patrick Bamford,Leeds United
2020-09-19,pedroneto_wolves,1.0,5.0,Pedro Neto,Wolves
2020-09-19,aaroncresswell_westham,0.0,6.0,Aaron Cresswell,West Ham
2020-09-19,bernardosilva_manchestercity,0.0,7.0,Bernardo Silva,Manchester City
2020-09-19,bertrandtraore_astonvilla,0.0,8.0,Bertrand Traore,Aston Villa
2020-09-19,brunofernandes_manchesterutd,0.0,9.0,Bruno Fernandes,Manchester Utd
2020-09-19,eberechieze_crystalpalace,0.0,10.0,Eberechi Eze,Crystal Palace
2020-09-19,harrykane_tottenham,0.0,11.0,Harry Kane,Tottenham
2020-09-19,jackgrealish_astonvilla,0.0,12.0,Jack Grealish,Aston Villa
2020-09-19,jackharrison_leedsunited,0.0,13.0,Jack Harrison,Leeds United
2020-09-19,jameswardprowse_southampton,0.0,14.0,James Ward-Prowse,Southampton
2020-09-19,jamievardy_leicestercity,0.0,15.0,Jamie Vardy,Leicester City
2020-09-19,kevindebruyne_manchestercity,0.0,16.0,Kevin De Bruyne,Manchester City
2020-09-19,marcusrashford_manchesterutd,0.0,17.0,Marcus Rashford,Manchester Utd
2020-09-19,pascalgross_brighton,0.0,18.0,Pascal Gross,Brighton
2020-09-19,raheemsterling_manchestercity,0.0,19.0,Raheem Sterling,Manchester City
2020-09-19,raphinha_leedsunited,0.0,20.0,Raphinha,Leeds United
2020-09-19,riyadmahrez_manchestercity,0.0,21.0,Riyad Mahrez,Manchester City
2020-09-19,robertofirmino_liverpool,0.0,22.0,Roberto Firmino,Liverpool
2020-09-19,sadiomane_liverpool,0.0,23.0,Sadio Mane,Liverpool
2020-09-19,saidbenrahma_westham,0.0,24.0,Said Benrahma,West Ham
2020-09-19,sonheungmin_tottenham,0.0,25.0,Son Heung-min,Tottenham
2020-09-19,timowerner_chelsea,0.0,26.0,Timo Werner,Chelsea
2020-09-19,trentalexanderarnold_liverpool,0.0,27.0,Trent Alexander-Arnold,Liverpool
2020-09-19,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-09-20,harrykane_tottenham,4.0,1.0,Harry Kane,Tottenham
2020-09-20,andrewrobertson_liverpool,1.0,2.0,Andrew Robertson,Liverpool
2020-09-20,lucasdigne_everton,1.0,3.0,Lucas Digne,Everton
2020-09-20,matheuspereira_westbrom,1.0,4.0,Matheus Pereira,West Brom
2020-09-20,patrickbamford_leedsunited,1.0,5.0,Patrick Bamford,Leeds United
2020-09-20,pedroneto_wolves,1.0,6.0,Pedro Neto,Wolves
2020-09-20,robertofirmino_liverpool,1.0,7.0,Roberto Firmino,Liverpool
2020-09-20,aaroncresswell_westham,0.0,8.0,Aaron Cresswell,West Ham
2020-09-20,bernardosilva_manchestercity,0.0,9.0,Bernardo Silva,Manchester City
2020-09-20,bertrandtraore_astonvilla,0.0,10.0,Bertrand Traore,Aston Villa
2020-09-20,brunofernandes_manchesterutd,0.0,11.0,Bruno Fernandes,Manchester Utd
2020-09-20,eberechieze_crystalpalace,0.0,12.0,Eberechi Eze,Crystal Palace
2020-09-20,jackgrealish_astonvilla,0.0,13.0,Jack Grealish,Aston Villa
2020-09-20,jackharrison_leedsunited,0.0,14.0,Jack Harrison,Leeds United
2020-09-20,jameswardprowse_southampton,0.0,15.0,James Ward-Prowse,Southampton
2020-09-20,jamievardy_leicestercity,0.0,16.0,Jamie Vardy,Leicester City
2020-09-20,kevindebruyne_manchestercity,0.0,17.0,Kevin De Bruyne,Manchester City
2020-09-20,marcusrashford_manchesterutd,0.0,18.0,Marcus Rashford,Manchester Utd
2020-09-20,pascalgross_brighton,0.0,19.0,Pascal Gross,Brighton
2020-09-20,raheemsterling_manchestercity,0.0,20.0,Raheem Sterling,Manchester City
2020-09-20,raphinha_leedsunited,0.0,21.0,Raphinha,Leeds United
2020-09-20,riyadmahrez_manchestercity,0.0,22.0,Riyad Mahrez,Manchester City
2020-09-20,sadiomane_liverpool,0.0,23.0,Sadio Mane,Liverpool
2020-09-20,saidbenrahma_westham,0.0,24.0,Said Benrahma,West Ham
2020-09-20,sonheungmin_tottenham,0.0,25.0,Son Heung-min,Tottenham
2020-09-20,timowerner_chelsea,0.0,26.0,Timo Werner,Chelsea
2020-09-20,trentalexanderarnold_liverpool,0.0,27.0,Trent Alexander-Arnold,Liverpool
2020-09-20,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-09-21,harrykane_tottenham,4.0,1.0,Harry Kane,Tottenham
2020-09-21,andrewrobertson_liverpool,1.0,2.0,Andrew Robertson,Liverpool
2020-09-21,kevindebruyne_manchestercity,1.0,3.0,Kevin De Bruyne,Manchester City
2020-09-21,lucasdigne_everton,1.0,4.0,Lucas Digne,Everton
2020-09-21,matheuspereira_westbrom,1.0,5.0,Matheus Pereira,West Brom
2020-09-21,patrickbamford_leedsunited,1.0,6.0,Patrick Bamford,Leeds United
2020-09-21,pedroneto_wolves,1.0,7.0,Pedro Neto,Wolves
2020-09-21,raheemsterling_manchestercity,1.0,8.0,Raheem Sterling,Manchester City
2020-09-21,robertofirmino_liverpool,1.0,9.0,Roberto Firmino,Liverpool
2020-09-21,aaroncresswell_westham,0.0,10.0,Aaron Cresswell,West Ham
2020-09-21,bernardosilva_manchestercity,0.0,11.0,Bernardo Silva,Manchester City
2020-09-21,bertrandtraore_astonvilla,0.0,12.0,Bertrand Traore,Aston Villa
2020-09-21,brunofernandes_manchesterutd,0.0,13.0,Bruno Fernandes,Manchester Utd
2020-09-21,eberechieze_crystalpalace,0.0,14.0,Eberechi Eze,Crystal Palace
2020-09-21,jackgrealish_astonvilla,0.0,15.0,Jack Grealish,Aston Villa
2020-09-21,jackharrison_leedsunited,0.0,16.0,Jack Harrison,Leeds United
2020-09-21,jameswardprowse_southampton,0.0,17.0,James Ward-Prowse,Southampton
2020-09-21,jamievardy_leicestercity,0.0,18.0,Jamie Vardy,Leicester City
2020-09-21,marcusrashford_manchesterutd,0.0,19.0,Marcus Rashford,Manchester Utd
2020-09-21,pascalgross_brighton,0.0,20.0,Pascal Gross,Brighton
2020-09-21,raphinha_leedsunited,0.0,21.0,Raphinha,Leeds United
2020-09-21,riyadmahrez_manchestercity,0.0,22.0,Riyad Mahrez,Manchester City
2020-09-21,sadiomane_liverpool,0.0,23.0,Sadio Mane,Liverpool
2020-09-21,saidbenrahma_westham,0.0,24.0,Said Benrahma,West Ham
2020-09-21,sonheungmin_tottenham,0.0,25.0,Son Heung-min,Tottenham
2020-09-21,timowerner_chelsea,0.0,26.0,Timo Werner,Chelsea
2020-09-21,trentalexanderarnold_liverpool,0.0,27.0,Trent Alexander-Arnold,Liverpool
2020-09-21,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-09-26,harrykane_tottenham,4.0,1.0,Harry Kane,Tottenham
2020-09-26,matheuspereira_westbrom,2.0,2.0,Matheus Pereira,West Brom
2020-09-26,andrewrobertson_liverpool,1.0,3.0,Andrew Robertson,Liverpool
2020-09-26,brunofernandes_manchesterutd,1.0,4.0,Bruno Fernandes,Manchester Utd
2020-09-26,kevindebruyne_manchestercity,1.0,5.0,Kevin De Bruyne,Manchester City
2020-09-26,lucasdigne_everton,1.0,6.0,Lucas Digne,Everton
2020-09-26,patrickbamford_leedsunited,1.0,7.0,Patrick Bamford,Leeds United
2020-09-26,pedroneto_wolves,1.0,8.0,Pedro Neto,Wolves
2020-09-26,raheemsterling_manchestercity,1.0,9.0,Raheem Sterling,Manchester City
2020-09-26,robertofirmino_liverpool,1.0,10.0,Roberto Firmino,Liverpool
2020-09-26,aaroncresswell_westham,0.0,11.0,Aaron Cresswell,West Ham
2020-09-26,bernardosilva_manchestercity,0.0,12.0,Bernardo Silva,Manchester City
2020-09-26,bertrandtraore_astonvilla,0.0,13.0,Bertrand Traore,Aston Villa
2020-09-26,eberechieze_crystalpalace,0.0,14.0,Eberechi Eze,Crystal Palace
2020-09-26,jackgrealish_astonvilla,0.0,15.0,Jack Grealish,Aston Villa
2020-09-26,jackharrison_leedsunited,0.0,16.0,Jack Harrison,Leeds United
2020-09-26,jameswardprowse_southampton,0.0,17.0,James Ward-Prowse,Southampton
2020-09-26,jamievardy_leicestercity,0.0,18.0,Jamie Vardy,Leicester City
2020-09-26,marcusrashford_manchesterutd,0.0,19.0,Marcus Rashford,Manchester Utd
2020-09-26,pascalgross_brighton,0.0,20.0,Pascal Gross,Brighton
2020-09-26,raphinha_leedsunited,0.0,21.0,Raphinha,Leeds United
2020-09-26,riyadmahrez_manchestercity,0.0,22.0,Riyad Mahrez,Manchester City
2020-09-26,sadiomane_liverpool,0.0,23.0,Sadio Mane,Liverpool
2020-09-26,saidbenrahma_westham,0.0,24.0,Said Benrahma,West Ham
2020-09-26,sonheungmin_tottenham,0.0,25.0,Son Heung-min,Tottenham
2020-09-26,timowerner_chelsea,0.0,26.0,Timo Werner,Chelsea
2020-09-26,trentalexanderarnold_liverpool,0.0,27.0,Trent Alexander-Arnold,Liverpool
2020-09-26,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-09-27,harrykane_tottenham,5.0,1.0,Harry Kane,Tottenham
2020-09-27,matheuspereira_westbrom,2.0,2.0,Matheus Pereira,West Brom
2020-09-27,andrewrobertson_liverpool,1.0,3.0,Andrew Robertson,Liverpool
2020-09-27,brunofernandes_manchesterutd,1.0,4.0,Bruno Fernandes,Manchester Utd
2020-09-27,jackharrison_leedsunited,1.0,5.0,Jack Harrison,Leeds United
2020-09-27,kevindebruyne_manchestercity,1.0,6.0,Kevin De Bruyne,Manchester City
2020-09-27,lucasdigne_everton,1.0,7.0,Lucas Digne,Everton
2020-09-27,patrickbamford_leedsunited,1.0,8.0,Patrick Bamford,Leeds United
2020-09-27,pedroneto_wolves,1.0,9.0,Pedro Neto,Wolves
2020-09-27,raheemsterling_manchestercity,1.0,10.0,Raheem Sterling,Manchester City
2020-09-27,riyadmahrez_manchestercity,1.0,11.0,Riyad Mahrez,Manchester City
2020-09-27,robertofirmino_liverpool,1.0,12.0,Roberto Firmino,Liverpool
2020-09-27,aaroncresswell_westham,0.0,13.0,Aaron Cresswell,West Ham
2020-09-27,bernardosilva_manchestercity,0.0,14.0,Bernardo Silva,Manchester City
2020-09-27,bertrandtraore_astonvilla,0.0,15.0,Bertrand Traore,Aston Villa
2020-09-27,eberechieze_crystalpalace,0.0,16.0,Eberechi Eze,Crystal Palace
2020-09-27,jackgrealish_astonvilla,0.0,17.0,Jack Grealish,Aston Villa
2020-09-27,jameswardprowse_southampton,0.0,18.0,James Ward-Prowse,Southampton
2020-09-27,jamievardy_leicestercity,0.0,19.0,Jamie Vardy,Leicester City
2020-09-27,marcusrashford_manchesterutd,0.0,20.0,Marcus Rashford,Manchester Utd
2020-09-27,pascalgross_brighton,0.0,21.0,Pascal Gross,Brighton
2020-09-27,raphinha_leedsunited,0.0,22.0,Raphinha,Leeds United
2020-09-27,sadiomane_liverpool,0.0,23.0,Sadio Mane,Liverpool
2020-09-27,saidbenrahma_westham,0.0,24.0,Said Benrahma,West Ham
2020-09-27,sonheungmin_tottenham,0.0,25.0,Son Heung-min,Tottenham
2020-09-27,timowerner_chelsea,0.0,26.0,Timo Werner,Chelsea
2020-09-27,trentalexanderarnold_liverpool,0.0,27.0,Trent Alexander-Arnold,Liverpool
2020-09-27,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-09-28,harrykane_tottenham,5.0,1.0,Harry Kane,Tottenham
2020-09-28,matheuspereira_westbrom,2.0,2.0,Matheus Pereira,West Brom
2020-09-28,andrewrobertson_liverpool,1.0,3.0,Andrew Robertson,Liverpool
2020-09-28,brunofernandes_manchesterutd,1.0,4.0,Bruno Fernandes,Manchester Utd
2020-09-28,jackharrison_leedsunited,1.0,5.0,Jack Harrison,Leeds United
2020-09-28,kevindebruyne_manchestercity,1.0,6.0,Kevin De Bruyne,Manchester City
2020-09-28,lucasdigne_everton,1.0,7.0,Lucas Digne,Everton
2020-09-28,patrickbamford_leedsunited,1.0,8.0,Patrick Bamford,Leeds United
2020-09-28,pedroneto_wolves,1.0,9.0,Pedro Neto,Wolves
2020-09-28,raheemsterling_manchestercity,1.0,10.0,Raheem Sterling,Manchester City
2020-09-28,riyadmahrez_manchestercity,1.0,11.0,Riyad Mahrez,Manchester City
2020-09-28,robertofirmino_liverpool,1.0,12.0,Roberto Firmino,Liverpool
2020-09-28,trentalexanderarnold_liverpool,1.0,13.0,Trent Alexander-Arnold,Liverpool
2020-09-28,aaroncresswell_westham,0.0,14.0,Aaron Cresswell,West Ham
2020-09-28,bernardosilva_manchestercity,0.0,15.0,Bernardo Silva,Manchester City
2020-09-28,bertrandtraore_astonvilla,0.0,16.0,Bertrand Traore,Aston Villa
2020-09-28,eberechieze_crystalpalace,0.0,17.0,Eberechi Eze,Crystal Palace
2020-09-28,jackgrealish_astonvilla,0.0,18.0,Jack Grealish,Aston Villa
2020-09-28,jameswardprowse_southampton,0.0,19.0,James Ward-Prowse,Southampton
2020-09-28,jamievardy_leicestercity,0.0,20.0,Jamie Vardy,Leicester City
2020-09-28,marcusrashford_manchesterutd,0.0,21.0,Marcus Rashford,Manchester Utd
2020-09-28,pascalgross_brighton,0.0,22.0,Pascal Gross,Brighton
2020-09-28,raphinha_leedsunited,0.0,23.0,Raphinha,Leeds United
2020-09-28,sadiomane_liverpool,0.0,24.0,Sadio Mane,Liverpool
2020-09-28,saidbenrahma_westham,0.0,25.0,Said Benrahma,West Ham
2020-09-28,sonheungmin_tottenham,0.0,26.0,Son Heung-min,Tottenham
2020-09-28,timowerner_chelsea,0.0,27.0,Timo Werner,Chelsea
2020-09-28,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-10-04,harrykane_tottenham,6.0,1.0,Harry Kane,Tottenham
2020-10-04,jackgrealish_astonvilla,3.0,2.0,Jack Grealish,Aston Villa
2020-10-04,aaroncresswell_westham,2.0,3.0,Aaron Cresswell,West Ham
2020-10-04,matheuspereira_westbrom,2.0,4.0,Matheus Pereira,West Brom
2020-10-04,robertofirmino_liverpool,2.0,5.0,Roberto Firmino,Liverpool
2020-10-04,andrewrobertson_liverpool,1.0,6.0,Andrew Robertson,Liverpool
2020-10-04,brunofernandes_manchesterutd,1.0,7.0,Bruno Fernandes,Manchester Utd
2020-10-04,jackharrison_leedsunited,1.0,8.0,Jack Harrison,Leeds United
2020-10-04,kevindebruyne_manchestercity,1.0,9.0,Kevin De Bruyne,Manchester City
2020-10-04,lucasdigne_everton,1.0,10.0,Lucas Digne,Everton
2020-10-04,patrickbamford_leedsunited,1.0,11.0,Patrick Bamford,Leeds United
2020-10-04,pedroneto_wolves,1.0,12.0,Pedro Neto,Wolves
2020-10-04,raheemsterling_manchestercity,1.0,13.0,Raheem Sterling,Manchester City
2020-10-04,riyadmahrez_manchestercity,1.0,14.0,Riyad Mahrez,Manchester City
2020-10-04,sonheungmin_tottenham,1.0,15.0,Son Heung-min,Tottenham
2020-10-04,trentalexanderarnold_liverpool,1.0,16.0,Trent Alexander-Arnold,Liverpool
2020-10-04,bernardosilva_manchestercity,0.0,17.0,Bernardo Silva,Manchester City
2020-10-04,bertrandtraore_astonvilla,0.0,18.0,Bertrand Traore,Aston Villa
2020-10-04,eberechieze_crystalpalace,0.0,19.0,Eberechi Eze,Crystal Palace
2020-10-04,jameswardprowse_southampton,0.0,20.0,James Ward-Prowse,Southampton
2020-10-04,jamievardy_leicestercity,0.0,21.0,Jamie Vardy,Leicester City
2020-10-04,marcusrashford_manchesterutd,0.0,22.0,Marcus Rashford,Manchester Utd
2020-10-04,pascalgross_brighton,0.0,23.0,Pascal Gross,Brighton
2020-10-04,raphinha_leedsunited,0.0,24.0,Raphinha,Leeds United
2020-10-04,sadiomane_liverpool,0.0,25.0,Sadio Mane,Liverpool
2020-10-04,saidbenrahma_westham,0.0,26.0,Said Benrahma,West Ham
2020-10-04,timowerner_chelsea,0.0,27.0,Timo Werner,Chelsea
2020-10-04,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-10-17,harrykane_tottenham,6.0,1.0,Harry Kane,Tottenham
2020-10-17,jackgrealish_astonvilla,3.0,2.0,Jack Grealish,Aston Villa
2020-10-17,aaroncresswell_westham,2.0,3.0,Aaron Cresswell,West Ham
2020-10-17,andrewrobertson_liverpool,2.0,4.0,Andrew Robertson,Liverpool
2020-10-17,brunofernandes_manchesterutd,2.0,5.0,Bruno Fernandes,Manchester Utd
2020-10-17,lucasdigne_everton,2.0,6.0,Lucas Digne,Everton
2020-10-17,marcusrashford_manchesterutd,2.0,7.0,Marcus Rashford,Manchester Utd
2020-10-17,matheuspereira_westbrom,2.0,8.0,Matheus Pereira,West Brom
2020-10-17,robertofirmino_liverpool,2.0,9.0,Roberto Firmino,Liverpool
2020-10-17,jackharrison_leedsunited,1.0,10.0,Jack Harrison,Leeds United
2020-10-17,kevindebruyne_manchestercity,1.0,11.0,Kevin De Bruyne,Manchester City
2020-10-17,patrickbamford_leedsunited,1.0,12.0,Patrick Bamford,Leeds United
2020-10-17,pedroneto_wolves,1.0,13.0,Pedro Neto,Wolves
2020-10-17,raheemsterling_manchestercity,1.0,14.0,Raheem Sterling,Manchester City
2020-10-17,riyadmahrez_manchestercity,1.0,15.0,Riyad Mahrez,Manchester City
2020-10-17,sonheungmin_tottenham,1.0,16.0,Son Heung-min,Tottenham
2020-10-17,timowerner_chelsea,1.0,17.0,Timo Werner,Chelsea
2020-10-17,trentalexanderarnold_liverpool,1.0,18.0,Trent Alexander-Arnold,Liverpool
2020-10-17,bernardosilva_manchestercity,0.0,19.0,Bernardo Silva,Manchester City
2020-10-17,bertrandtraore_astonvilla,0.0,20.0,Bertrand Traore,Aston Villa
2020-10-17,eberechieze_crystalpalace,0.0,21.0,Eberechi Eze,Crystal Palace
2020-10-17,jameswardprowse_southampton,0.0,22.0,James Ward-Prowse,Southampton
2020-10-17,jamievardy_leicestercity,0.0,23.0,Jamie Vardy,Leicester City
2020-10-17,pascalgross_brighton,0.0,24.0,Pascal Gross,Brighton
2020-10-17,raphinha_leedsunited,0.0,25.0,Raphinha,Leeds United
2020-10-17,sadiomane_liverpool,0.0,26.0,Sadio Mane,Liverpool
2020-10-17,saidbenrahma_westham,0.0,27.0,Said Benrahma,West Ham
2020-10-17,vladimircoufal_westham,0.0,28.0,Vladimir Coufal,West Ham
2020-10-18,harrykane_tottenham,7.0,1.0,Harry Kane,Tottenham
2020-10-18,aaroncresswell_westham,3.0,2.0,Aaron Cresswell,West Ham
2020-10-18,jackgrealish_astonvilla,3.0,3.0,Jack Grealish,Aston Villa
2020-10-18,andrewrobertson_liverpool,2.0,4.0,Andrew Robertson,Liverpool
2020-10-18,brunofernandes_manchesterutd,2.0,5.0,Bruno Fernandes,Manchester Utd
2020-10-18,lucasdigne_everton,2.0,6.0,Lucas Digne,Everton
2020-10-18,marcusrashford_manchesterutd,2.0,7.0,Marcus Rashford,Manchester Utd
2020-10-18,matheuspereira_westbrom,2.0,8.0,Matheus Pereira,West Brom
2020-10-18,robertofirmino_liverpool,2.0,9.0,Roberto Firmino,Liverpool
2020-10-18,sonheungmin_tottenham,2.0,10.0,Son Heung-min,Tottenham
2020-10-18,jackharrison_leedsunited,1.0,11.0,Jack Harrison,Leeds United
2020-10-18,kevindebruyne_manchestercity,1.0,12.0,Kevin De Bruyne,Manchester City
2020-10-18,patrickbamford_leedsunited,1.0,13.0,Patrick Bamford,Leeds United
2020-10-18,pedroneto_wolves,1.0,14.0,Pedro Neto,Wolves
2020-10-18,raheemsterling_manchestercity,1.0,15.0,Raheem Sterling,Manchester City
2020-10-18,riyadmahrez_manchestercity,1.0,16.0,Riyad Mahrez,Manchester City
2020-10-18,timowerner_chelsea,1.0,17.0,Timo Werner,Chelsea
2020-10-18,trentalexanderarnold_liverpool,1.0,18.0,Trent Alexander-Arnold,Liverpool
2020-10-18,bernardosilva_manchestercity,0.0,19.0,Bernardo Silva,Manchester City
2020-10-18,bertrandtraore_astonvilla,0.0,20.0,Bertrand Traore,Aston Villa
2020-10-18,eberechieze_crystalpalace,0.0,21.0,Eberechi Eze,Crystal Palace
2020-10-18,jameswardprowse_southampton,0.0,22.0,James Ward-Prowse,Southampton
2020-10-18,jamievardy_leicestercity,0.0,23.0,Jamie Vardy,Leicester City
2020-10-18,pascalgross_brighton,0.0,24.0,Pascal Gross,Brighton
